id,name,country,code,gender,year,p1,p2,p3,p4,p5,p6,score,rank,medal
10976,Géza Kós ♂,Hungary,HUN,♂,1985,7,7,7,7,7,7,42,1,Gold medal
11934,Daniel Tătaru ♂,Romania,ROU,♂,1985,7,7,7,7,7,7,42,1,Gold medal
1394,Gábor Megyesi ♂,Hungary,HUN,♂,1985,7,7,3,7,7,7,38,3,Gold medal
11837,Nikolai Ivanov Chavdarov ♂,Bulgaria,BGR,♂,1985,7,7,2,7,7,7,37,4,Gold medal
11826,Philippe Alphonse,Belgium,BEL,,1985,7,7,1,7,7,7,36,5,Gold medal
12379,Olga Leonteva ♀,Union of Soviet Socialist Republics,USS,♀,1985,7,7,7,7,1,7,36,5,Gold medal
9598,Andrew Hassell ♂,Australia,AUS,♂,1985,7,7,0,7,7,7,35,7,Gold medal
11832,Vasil Borisov Daskalov ♂,Bulgaria,BGR,♂,1985,7,7,0,7,7,7,35,7,Gold medal
9626,Waldemar Horwat ♂,United States of America,USA,♂,1985,7,7,7,7,0,7,35,7,Gold medal
12401,Nguyễn Tiến Dũng,Vietnam,VNM,,1985,7,7,2,7,7,5,35,7,Gold medal
11884,Hagen von Eitzen ♂,Germany,GER,♂,1985,3,7,7,7,3,7,34,11,Gold medal
12365,Răzvan Gelca ♂,Romania,ROU,♂,1985,7,7,1,7,7,5,34,11,Gold medal
11932,Radu Negulescu ♂,Romania,ROU,♂,1985,7,7,3,7,4,6,34,11,Gold medal
1411,Jeremy Kahn ♂,United States of America,USA,♂,1985,7,7,2,7,4,7,34,11,Gold medal
1429,Ivan Kolev Dimitrov ♂,Bulgaria,BGR,♂,1985,7,7,7,2,2,7,32,15,Silver medal
9618,Ulrich Meister ♂,German Democratic Republic,GDR,♂,1985,7,7,6,7,0,5,32,15,Silver medal
11635,Mugurel Barcău ♂,Romania,ROU,♂,1985,7,7,1,3,7,7,32,15,Silver medal
11112,Matthew John Richards ♂,United Kingdom,UNK,♂,1985,7,7,1,7,7,3,32,15,Silver medal
12290,Laurent Rosas ♂,France,FRA,♂,1985,7,7,1,7,2,7,31,19,Silver medal
1463,Louis Funar ♂,Romania,ROU,♂,1985,7,7,2,4,7,4,31,19,Silver medal
9627,Bjorn Poonen ♂,United States of America,USA,♂,1985,7,7,7,2,1,7,31,19,Silver medal
1462,Ori Ganor ♂,Israel,ISR,♂,1985,7,7,1,4,7,3,29,22,Silver medal
12380,Oleg Bondarenko ♂,Union of Soviet Socialist Republics,USS,♂,1985,7,7,0,7,7,1,29,22,Silver medal
12381,Anatoly Malevanets ♂,Union of Soviet Socialist Republics,USS,♂,1985,7,7,7,0,7,1,29,22,Silver medal
9585,David Grabiner ♂,United States of America,USA,♂,1985,0,7,7,7,1,7,29,22,Silver medal
12402,Lâm Tung Giang,Vietnam,VNM,,1985,7,7,0,4,7,4,29,22,Silver medal
9570,Minh Tue Vo ♂,Canada,CAN,♂,1985,7,7,1,2,7,4,28,27,Silver medal
11882,Eckhard Müller ♂,Germany,GER,♂,1985,3,7,7,2,2,7,28,27,Silver medal
10978,Géza Makai ♂,Hungary,HUN,♂,1985,7,7,6,2,1,5,28,27,Silver medal
12320,Ehsan Emami ♂,Islamic Republic of Iran,IRN,♂,1985,7,6,3,0,5,7,28,27,Silver medal
12368,Andrei Paraschivescu ♂,Romania,ROU,♂,1985,7,7,2,7,0,5,28,27,Silver medal
12403,Huỳnh Minh Wu,Vietnam,VNM,,1985,7,7,0,5,7,2,28,27,Silver medal
11113,Ian David Bede Stark ♂,United Kingdom,UNK,♂,1985,7,7,2,4,7,0,27,33,Silver medal
9584,David Moews ♂,United States of America,USA,♂,1985,7,7,4,0,4,5,27,33,Silver medal
9596,John Graham ♂,Australia,AUS,♂,1985,7,7,6,2,3,1,26,35,Silver medal
9613,Jörg Jahnel ♂,German Democratic Republic,GDR,♂,1985,1,7,3,7,1,7,26,35,Silver medal
12311,Rita Bán ♀,Hungary,HUN,♀,1985,7,2,0,7,7,3,26,35,Silver medal
10947,Marcel Polakovič ♂,Czechoslovakia,CZS,♂,1985,7,7,0,4,0,7,25,38,Silver medal
11877,Laurent Lafforgue ♂,France,FRA,♂,1985,3,7,0,1,7,7,25,38,Silver medal
11834,Marin Ivanov Marinov ♂,Bulgaria,BGR,♂,1985,7,7,0,3,7,0,24,40,Silver medal
12302,Paul Tzermias,Greece,HEL,,1985,7,0,0,7,7,3,24,40,Silver medal
12339,Batgerel Balt,Mongolia,MNG,,1985,7,5,0,5,7,0,24,40,Silver medal
9630,Joseph Keane ♂,United States of America,USA,♂,1985,0,3,7,7,0,7,24,40,Silver medal
12226,Zvetoslav Alipiev Petrov ♂,Bulgaria,BGR,♂,1985,7,7,1,1,5,2,23,44,Silver medal
12249,Jarmila Ranošová ♀,Czechoslovakia,CZS,♀,1985,7,3,0,3,7,3,23,44,Silver medal
12357,Krzysztof Jeżevski ♂,Poland,POL,♂,1985,7,7,0,0,7,2,23,44,Silver medal
11859,Adam Obdržálek ♂,Czechoslovakia,CZS,♂,1985,1,7,1,7,0,6,22,47,Silver medal
9616,Volker Brundisch ♂,German Democratic Republic,GDR,♂,1985,7,7,0,3,2,3,22,47,Silver medal
12404,Huỳnh Văn Thanh,Vietnam,VNM,,1985,7,7,0,7,0,1,22,47,Silver medal
12275,Franz Merkl ♂,Germany,GER,♂,1985,7,7,0,1,0,6,21,50,Bronze medal
12274,Peter Müller ♂,Germany,GER,♂,1985,7,6,0,7,0,1,21,50,Bronze medal
12358,Wojcieh Derkowski ♂,Poland,POL,♂,1985,7,7,1,1,4,1,21,50,Bronze medal
12382,Lev Ivanov ♂,Union of Soviet Socialist Republics,USS,♂,1985,0,7,7,0,0,7,21,50,Bronze medal
9597,Alasdair Grant ♂,Australia,AUS,♂,1985,7,7,0,2,0,4,20,54,Bronze medal
9602,Mário Arlindo Casarin Júnior ♂,Brazil,BRA,♂,1985,7,7,1,2,2,1,20,54,Bronze medal
9611,Eric Veach ♂,Canada,CAN,♂,1985,7,7,1,4,0,1,20,54,Bronze medal
10955,Bruno Sauvalle ♂,France,FRA,♂,1985,2,7,0,2,4,5,20,54,Bronze medal
9614,Ingo Warnke ♂,German Democratic Republic,GDR,♂,1985,7,7,1,0,0,5,20,54,Bronze medal
1448,Roman Drnovšek ♂,Yugoslavia,YUG,♂,1985,1,7,1,2,7,2,20,54,Bronze medal
9615,Angelika Drauschke ♀,German Democratic Republic,GDR,♀,1985,7,0,0,2,7,3,19,60,Bronze medal
12303,Vasilios Missoulis,Greece,HEL,,1985,7,3,0,7,2,0,19,60,Bronze medal
12312,Miklós Bóna ♂,Hungary,HUN,♂,1985,7,1,0,7,1,3,19,60,Bronze medal
10990,Piotr Jędrzejewicz ♂,Poland,POL,♂,1985,7,7,0,1,0,4,19,60,Bronze medal
11941,Mikael Staffas ♂,Sweden,SWE,♂,1985,7,2,1,1,7,1,19,60,Bronze medal
9562,Cláudio José Morandini ♂,Brazil,BRA,♂,1985,7,7,0,2,1,1,18,65,Bronze medal
1419,Martin Piotte ♂,Canada,CAN,♂,1985,7,7,0,1,2,1,18,65,Bronze medal
12254,Jorge Lodos Vigil,Cuba,CUB,,1985,1,4,0,5,7,1,18,65,Bronze medal
12293,Patrice Ossona de Mendez ♂,France,FRA,♂,1985,1,7,0,5,0,5,18,65,Bronze medal
11878,Patrice Sauvalle ♂,France,FRA,♂,1985,2,7,0,7,0,2,18,65,Bronze medal
11883,Colin Stahlke ♂,Germany,GER,♂,1985,2,7,2,4,2,1,18,65,Bronze medal
12333,Saadi Abdelhamid,Morocco,MAR,,1985,7,7,0,2,0,2,18,65,Bronze medal
10986,Chilali Mahmoud,Morocco,MAR,,1985,7,7,0,3,0,1,18,65,Bronze medal
10992,Tadeusz Pezda ♂,Poland,POL,♂,1985,7,7,0,0,0,4,18,65,Bronze medal
12405,Đỗ Huy Khánh,Vietnam,VNM,,1985,7,2,0,2,7,0,18,65,Bronze medal
11820,Karl Michael Göschka ♂,Austria,AUT,♂,1985,2,6,1,5,1,2,17,75,Bronze medal
11860,Ján Šefčík ♂,Czechoslovakia,CZS,♂,1985,7,7,0,1,1,1,17,75,Bronze medal
9617,Georg Hein ♂,German Democratic Republic,GDR,♂,1985,7,7,1,0,0,2,17,75,Bronze medal
1587,Martin Härterich ♂,Germany,GER,♂,1985,3,7,0,5,1,1,17,75,Bronze medal
12385,Nizar Lahiani,Tunisia,TUN,,1985,7,2,1,4,2,1,17,75,Bronze medal
11111,Marcus George Moore ♂,United Kingdom,UNK,♂,1985,7,7,3,0,0,0,17,75,Bronze medal
11118,Alexander Paul Selby ♂,United Kingdom,UNK,♂,1985,7,7,0,2,0,1,17,75,Bronze medal
9632,Sašo Džeroski ♂,Yugoslavia,YUG,♂,1985,7,7,0,0,2,1,17,75,Bronze medal
9595,Shane Booth ♂,Australia,AUS,♂,1985,7,6,0,2,0,1,16,83,Bronze medal
12205,Michael Dimitriadis ♂,Austria,AUT,♂,1985,7,3,0,3,2,1,16,83,Bronze medal
12217,Claude Lion,Belgium,BEL,,1985,0,7,0,2,4,3,16,83,Bronze medal
9567,Frank D'Ippolito ♂,Canada,CAN,♂,1985,7,7,0,1,0,1,16,83,Bronze medal
9622,Ben Moonen ♂,Netherlands,NLD,♂,1985,3,0,0,7,0,6,16,83,Bronze medal
12240,Sihao Wu ♂,People's Republic of China,CHN,♂,1985,7,7,0,2,0,0,16,83,Bronze medal
12361,Konrad Piwakowski ♂,Poland,POL,♂,1985,5,7,0,2,0,2,16,83,Bronze medal
12389,Ergun Uzal ♂,Turkey,TUR,♂,1985,7,7,0,2,0,0,16,83,Bronze medal
12383,Dmitry Bibin ♂,Union of Soviet Socialist Republics,USS,♂,1985,7,7,0,0,0,2,16,83,Bronze medal
10964,John Reginald Longley ♂,United Kingdom,UNK,♂,1985,7,7,0,2,0,0,16,83,Bronze medal
10916,Harold Steinacker ♂,Austria,AUT,♂,1985,1,7,1,2,2,2,15,93,Bronze medal
9608,Moses Klein ♂,Canada,CAN,♂,1985,1,7,0,7,0,0,15,93,Bronze medal
11842,Javier Pena ♂,Colombia,COL,♂,1985,3,4,0,4,1,3,15,93,Bronze medal
11843,Juan Pereira ♂,Colombia,COL,♂,1985,7,7,0,0,0,1,15,93,Bronze medal
11844,Daniel Alfaro Vigo,Cuba,CUB,,1985,7,5,0,2,0,1,15,93,Bronze medal
10944,Marios Papadopoulos ♂,Cyprus,CYP,♂,1985,7,0,0,4,0,4,15,93,Bronze medal
12313,György Birkás ♂,Hungary,HUN,♂,1985,7,7,1,0,0,0,15,93,Bronze medal
12386,Sadok Kallel,Tunisia,TUN,,1985,3,0,0,4,7,1,15,93,Bronze medal
12390,Taner Özçelik ♂,Turkey,TUR,♂,1985,7,0,0,1,7,0,15,93,Bronze medal
10927,Ivaylo Marinov Nedelchev ♂,Bulgaria,BGR,♂,1985,7,0,0,2,5,0,14,102,
12256,Angel Ribalta Stanford,Cuba,CUB,,1985,7,0,0,0,7,0,14,102,
12304,Isaak Maradidis,Greece,HEL,,1985,7,3,0,2,0,2,14,102,
12315,Zvi Arona ♂,Israel,ISR,♂,1985,7,2,0,4,0,1,14,102,
10981,Raz Naot ♂,Israel,ISR,♂,1985,7,1,0,6,0,0,14,102,
12351,Hallvard Furuseth ♂,Norway,NOR,♂,1985,1,7,0,2,1,3,14,102,
9603,Ralph Costa Teixeira ♂,Brazil,BRA,♂,1985,7,1,1,3,0,1,13,108,
12284,Yrjö Kotivuori ♂,Finland,FIN,♂,1985,7,1,0,1,3,1,13,108,
12295,Fréderic Patras ♂,France,FRA,♂,1985,0,7,0,2,0,4,13,108,
12391,Sadi Turgut ♂,Turkey,TUR,♂,1985,1,7,0,2,0,3,13,108,
9604,Domingos Augusto Ferreira Romualdo ♂,Brazil,BRA,♂,1985,6,1,1,3,0,1,12,112,
12335,Elamrani Tarik,Morocco,MAR,,1985,2,7,0,2,0,1,12,112,
9621,Jeroen Hansen ♂,Netherlands,NLD,♂,1985,0,7,0,0,5,0,12,112,
9624,Eric Tjong Tjin Tai ♂,Netherlands,NLD,♂,1985,3,7,0,0,1,1,12,112,
11114,Christopher Edward John Kilgour ♂,United Kingdom,UNK,♂,1985,7,0,0,2,2,1,12,112,
12406,Che Quang Quyen,Vietnam,VNM,,1985,7,5,0,0,0,0,12,112,
9599,David Hogan ♂,Australia,AUS,♂,1985,1,5,1,3,0,1,11,118,
12207,Günter Schuster ♂,Austria,AUT,♂,1985,2,7,0,1,0,1,11,118,
1582,Wolfgang Stöcher ♂,Austria,AUT,♂,1985,7,2,1,0,0,1,11,118,
12257,Guillermo Reyes Souto,Cuba,CUB,,1985,7,1,0,0,3,0,11,118,
10945,Petr Hájek ♂,Czechoslovakia,CZS,♂,1985,0,0,0,0,6,5,11,118,
12317,Oded Livneh ♂,Israel,ISR,♂,1985,4,3,0,1,0,3,11,118,
12340,Battsengel Baansajav,Mongolia,MNG,,1985,1,3,0,6,0,1,11,118,
9578,Hans van Antwerpen ♂,Netherlands,NLD,♂,1985,4,1,0,4,0,2,11,118,
9620,Machiel van Frankenhuijsen ♂,Netherlands,NLD,♂,1985,1,6,0,2,0,2,11,118,
10998,Ricardo Perez Marco ♂,Spain,ESP,♂,1985,1,3,0,3,3,1,11,118,
12370,Lars Nilsson ♂,Sweden,SWE,♂,1985,7,1,0,1,0,2,11,118,
12278,Mohammed-Salim Lemdani,Algeria,ALG,,1985,2,7,0,0,0,1,10,129,
9605,João Valberto Costa Cavalcante ♂,Brazil,BRA,♂,1985,7,0,0,3,0,0,10,129,
9606,Ernesto Esteves Prudêncio ♂,Brazil,BRA,♂,1985,7,0,0,2,0,1,10,129,
12258,Alfredo Herrera Hérnandez,Cuba,CUB,,1985,7,0,0,0,3,0,10,129,
12323,Dario Benedetto ♂,Italy,ITA,♂,1985,7,1,0,2,0,0,10,129,
12341,Bayarsaikhan Zagdaa,Mongolia,MNG,,1985,7,0,0,0,2,1,10,129,
9623,Jeroen Nijhof ♂,Netherlands,NLD,♂,1985,7,2,1,0,0,0,10,129,
12241,Feng Wang ♂,People's Republic of China,CHN,♂,1985,1,7,0,2,0,0,10,129,
12371,Anders Björn ♂,Sweden,SWE,♂,1985,0,4,2,2,1,1,10,129,
9635,Boban Nikolić ♂,Yugoslavia,YUG,♂,1985,7,0,0,0,2,1,10,129,
9600,Catherine Playoust ♀,Australia,AUS,♀,1985,5,1,0,3,0,0,9,139,
12244,Jorge Armando Ospina ♂,Colombia,COL,♂,1985,1,1,1,4,0,2,9,139,
11854,Pavlos Neophytou ♂,Cyprus,CYP,♂,1985,7,1,0,0,1,0,9,139,
12321,Agúst Sverrir Egilsson ♂,Iceland,ISL,♂,1985,1,0,0,1,7,0,9,139,
12352,Jon Ivar Skullerud ♂,Norway,NOR,♂,1985,0,7,0,2,0,0,9,139,
11001,Richard Ehrenborg ♂,Sweden,SWE,♂,1985,0,7,0,1,0,1,9,139,
11947,Hasna Riahi,Tunisia,TUN,,1985,1,0,0,2,5,1,9,139,
12384,Mati Pentous ♂,Union of Soviet Socialist Republics,USS,♂,1985,0,7,0,0,0,2,9,139,
12279,Karim Benakli,Algeria,ALG,,1985,1,2,0,4,0,1,8,147,
9610,Giuseppe Russo ♂,Canada,CAN,♂,1985,1,7,0,0,0,0,8,147,
12305,Zaharias Bobolakis,Greece,HEL,,1985,4,0,0,2,0,2,8,147,
12343,Jhandos Halek,Mongolia,MNG,,1985,7,0,0,0,0,1,8,147,
12342,Battogtokh Tsagaan,Mongolia,MNG,,1985,6,0,0,1,0,1,8,147,
12373,Kimmo Eriksson ♂,Sweden,SWE,♂,1985,1,6,0,0,0,1,8,147,
12374,Georgi Tchilikov ♂,Sweden,SWE,♂,1985,7,0,0,0,0,1,8,147,
9634,Marko Janković ♂,Yugoslavia,YUG,♂,1985,7,0,0,0,0,1,8,147,
9636,Marko Vojinović ♂,Yugoslavia,YUG,♂,1985,1,0,0,4,1,2,8,147,
12209,Ulrike Steinacker ♂,Austria,AUT,♂,1985,7,0,0,0,0,0,7,156,
12253,Radek Adamec ♂,Czechoslovakia,CZS,♂,1985,0,7,0,0,0,0,7,156,
12318,Ziv Shami ♂,Israel,ISR,♂,1985,1,1,0,1,4,0,7,156,
12392,Muhyeddin Bilici ♂,Turkey,TUR,♂,1985,7,0,0,0,0,0,7,156,
12280,Omar Sharaoui,Algeria,ALG,,1985,1,1,0,0,3,1,6,160,
12245,Juan Guillermo Gonzalez ♂,Colombia,COL,♂,1985,1,3,0,2,0,0,6,160,
11848,Karel Roiz Wilson,Cuba,CUB,,1985,2,0,0,3,0,1,6,160,
12319,Adi Levi ♂,Israel,ISR,♂,1985,1,1,0,2,1,1,6,160,
12281,Fateh Khiar,Algeria,ALG,,1985,1,1,0,0,2,1,5,164,
11496,Neiyer Correal Mendoza ♂,Colombia,COL,♂,1985,2,0,0,2,0,1,5,164,
12336,Adrou Bakkali Nouredine,Morocco,MAR,,1985,1,1,0,3,0,0,5,164,
11866,Pablo Novaes Ledieu ♂,Spain,ESP,♂,1985,1,0,0,3,0,1,5,164,
12388,Baatour Mourad,Tunisia,TUN,,1985,4,0,0,1,0,0,5,164,
9633,Goran Gogić ♂,Yugoslavia,YUG,♂,1985,1,0,0,3,0,1,5,164,
12282,Abdelmalik Leblalta,Algeria,ALG,,1985,2,0,0,0,1,1,4,170,
12218,Olivier Daxhelet,Belgium,BEL,,1985,0,1,0,0,2,1,4,170,
12247,Jaime Annores Salcendo ♂,Colombia,COL,♂,1985,1,0,0,1,2,0,4,170,
10951,Matti Tienari ♂,Finland,FIN,♂,1985,0,0,0,3,0,1,4,170,
12322,Hákon Guðbjartsson ♂,Iceland,ISL,♂,1985,1,0,1,2,0,0,4,170,
12324,Emanuele Callegari ♂,Italy,ITA,♂,1985,0,1,0,0,2,1,4,170,
12328,Esmail Redha,Kuwait,KWT,,1985,3,0,0,0,1,0,4,170,
12337,Bouhemou Hassan,Morocco,MAR,,1985,0,0,0,3,0,1,4,170,
12353,Rune Sundgot ♂,Norway,NOR,♂,1985,1,0,0,2,0,1,4,170,
12362,Artur Gibus ♂,Poland,POL,♂,1985,0,0,0,0,0,4,4,170,
12377,Ignacio Gariojo Amilburu ♂,Spain,ESP,♂,1985,0,1,0,1,1,1,4,170,
12283,Sidi Mohammed Berrezkellah,Algeria,ALG,,1985,0,0,0,2,0,1,3,181,
12286,Mauri Vesimäki ♂,Finland,FIN,♂,1985,1,1,0,1,0,0,3,181,
12306,Dimitrios Goynopoulos,Greece,HEL,,1985,0,0,0,0,2,1,3,181,
10987,Laftit Abdelouafi,Morocco,MAR,,1985,1,1,0,0,0,1,3,181,
12355,Finn Dag Buod ♂,Norway,NOR,♂,1985,0,0,0,2,0,1,3,181,
12354,Bjornar G. Tonnesen ♂,Norway,NOR,♂,1985,1,0,0,1,0,1,3,181,
12378,Juan Aguaron Joven ♂,Spain,ESP,♂,1985,1,0,0,0,1,1,3,181,
12393,Hilmi Ege ♂,Turkey,TUR,♂,1985,2,0,0,0,0,1,3,181,
12219,Bart Maximus,Belgium,BEL,,1985,0,0,0,2,0,0,2,189,
12220,Bart Smets,Belgium,BEL,,1985,0,1,0,1,0,0,2,189,
12262,Nicos Georgiades ♂,Cyprus,CYP,♂,1985,1,1,0,0,0,0,2,189,
12288,Erkki Koivusalo ♂,Finland,FIN,♂,1985,1,0,0,1,0,0,2,189,
12287,Kari Lehtinen ♂,Finland,FIN,♂,1985,0,1,0,1,0,0,2,189,
11566,Achille Astolfi ♂,Italy,ITA,♂,1985,1,0,0,1,0,0,2,189,
12327,Valentina Luridiana ♀,Italy,ITA,♀,1985,0,1,0,0,0,1,2,189,
12325,Riccardo Magnolfi ♂,Italy,ITA,♂,1985,1,0,0,1,0,0,2,189,
12356,Knut Einar Rosendahl ♂,Norway,NOR,♂,1985,1,0,0,0,0,1,2,189,
12263,Anastasia Papageorgiou ♀,Cyprus,CYP,♀,1985,1,0,0,0,0,0,1,198,
12289,Hannu Lauri ♂,Finland,FIN,♂,1985,1,0,0,0,0,0,1,198,
12307,Ioannis Sinodinos,Greece,HEL,,1985,0,0,0,0,0,1,1,198,
12330,Abdullah Hussain,Kuwait,KWT,,1985,1,0,0,0,0,0,1,198,
12331,Muhammad Mujaideli,Kuwait,KWT,,1985,1,0,0,0,0,0,1,198,
12329,Mustafa Redha,Kuwait,KWT,,1985,1,0,0,0,0,0,1,198,
12344,Gantuya Badamgarav,Mongolia,MNG,,1985,0,1,0,0,0,0,1,198,
12221,Kenneth Groosman,Belgium,BEL,,1985,0,0,0,0,0,0,0,205,
12264,Leonidas Antoniou ♂,Cyprus,CYP,♂,1985,0,0,0,0,0,0,0,205,
12265,George Shiamishis ♂,Cyprus,CYP,♂,1985,0,0,0,0,0,0,0,205,
12332,Naji Marri,Kuwait,KWT,,1985,0,0,0,0,0,0,0,205,
10976,Géza Kós ♂,Hungary,HUN,♂,1986,7,7,7,7,7,7,42,1,Gold medal
11009,Vladimir Roganov ♂,Union of Soviet Socialist Republics,USS,♂,1986,7,7,7,7,7,7,42,1,Gold medal
11014,Stanislav Smirnov ♂,Union of Soviet Socialist Republics,USS,♂,1986,7,7,7,7,7,7,42,1,Gold medal
9613,Jörg Jahnel ♂,German Democratic Republic,GDR,♂,1986,7,7,7,6,7,7,41,4,Gold medal
10940,Weimin Fang ♂,People's Republic of China,CHN,♂,1986,7,7,7,7,6,7,41,4,Gold medal
9630,Joseph Keane ♂,United States of America,USA,♂,1986,7,7,7,7,6,7,41,4,"Gold medal, Special prize"
10994,Marius Dabija ♂,Romania,ROU,♂,1986,7,7,7,5,7,7,40,7,Gold medal
10943,Hao Zhang ♂,People's Republic of China,CHN,♂,1986,7,7,4,7,7,7,39,8,Gold medal
10955,Bruno Sauvalle ♂,France,FRA,♂,1986,3,7,7,7,7,7,38,9,Gold medal
9603,Ralph Costa Teixeira ♂,Brazil,BRA,♂,1986,7,7,2,7,7,7,37,10,Gold medal
10939,Pingli Li ♂,People's Republic of China,CHN,♂,1986,7,7,3,7,6,7,37,10,Gold medal
1587,Martin Härterich ♂,Germany,GER,♂,1986,7,7,1,7,7,7,36,12,Gold medal
9585,David Grabiner ♂,United States of America,USA,♂,1986,7,7,1,7,7,7,36,12,Gold medal
1411,Jeremy Kahn ♂,United States of America,USA,♂,1986,2,7,5,7,7,7,35,14,Gold medal
10928,Iliya T. Kraichev ♂,Bulgaria,BGR,♂,1986,7,7,1,5,7,7,34,15,Gold medal
10956,Wieland Fischer ♂,Germany,GER,♂,1986,7,7,0,7,6,7,34,15,Gold medal
10993,Nicolae I. Beli ♂,Romania,ROU,♂,1986,7,7,0,7,7,6,34,15,Gold medal
11018,Hà Anh Vũ,Vietnam,VNM,,1986,7,7,7,5,7,1,34,15,Gold medal
10958,Georg Illies ♂,Germany,GER,♂,1986,4,7,1,7,7,7,33,19,Silver medal
10961,Götz Wiesend ♂,Germany,GER,♂,1986,4,7,1,7,7,7,33,19,Silver medal
10963,Dominic D. Joyce ♂,United Kingdom,UNK,♂,1986,6,7,7,7,6,0,33,19,Silver medal
10916,Harold Steinacker ♂,Austria,AUT,♂,1986,5,7,0,7,6,7,32,22,Silver medal
1576,Ravi Vakil ♂,Canada,CAN,♂,1986,7,7,0,7,6,5,32,22,Silver medal
11010,Gennadij Gluščenko ♂,Union of Soviet Socialist Republics,USS,♂,1986,2,7,5,5,7,6,32,22,Silver medal
9666,John Overdeck ♂,United States of America,USA,♂,1986,7,7,1,7,6,4,32,22,Silver medal
1582,Wolfgang Stöcher ♂,Austria,AUT,♂,1986,7,7,4,7,6,0,31,26,Silver medal
9656,Stefan Günther ♂,German Democratic Republic,GDR,♂,1986,4,7,0,6,7,7,31,26,Silver medal
9657,Mathias-Torsten Tok ♂,German Democratic Republic,GDR,♂,1986,7,7,2,7,7,1,31,26,Silver medal
11012,Anton Lunin ♂,Union of Soviet Socialist Republics,USS,♂,1986,7,7,1,7,7,2,31,26,Silver medal
10927,Ivaylo Marinov Nedelchev ♂,Bulgaria,BGR,♂,1986,7,7,1,7,3,5,30,30,Silver medal
10946,Vladimír Kordula ♂,Czechoslovakia,CZS,♂,1986,2,7,0,7,7,7,30,30,Silver medal
10954,Peirre Meyer ♂,France,FRA,♂,1986,2,7,0,7,7,7,30,30,Silver medal
1637,Markus Lauer ♂,Germany,GER,♂,1986,3,7,5,7,6,2,30,30,Silver medal
1593,Eric Müller ♂,Germany,GER,♂,1986,7,7,2,7,7,0,30,30,Silver medal
1658,Yoav Yaffe ♂,Israel,ISR,♂,1986,7,7,6,7,1,2,30,30,Silver medal
10997,Iulian Grindeanu ♂,Romania,ROU,♂,1986,3,7,7,5,7,1,30,30,Silver medal
10966,Andrew David Smith ♂,United Kingdom,UNK,♂,1986,3,7,1,5,7,7,30,30,Silver medal
9665,Darien Lefkowitz ♂,United States of America,USA,♂,1986,3,7,2,4,7,7,30,30,Silver medal
11017,Nguyễn Phương Tuấn,Vietnam,VNM,,1986,7,7,2,7,7,0,30,30,Silver medal
9653,Steven Siu ♂,Canada,CAN,♂,1986,7,7,1,1,6,7,29,40,Silver medal
10979,Géza Tóth ♂,Hungary,HUN,♂,1986,1,7,0,7,7,7,29,40,Silver medal
1584,Shoni Dar ♂,Israel,ISR,♂,1986,7,7,0,7,7,1,29,40,Silver medal
10986,Chilali Mahmoud,Morocco,MAR,,1986,5,7,4,7,6,0,29,40,Silver medal
9664,William Cross ♂,United States of America,USA,♂,1986,7,7,1,7,6,1,29,40,Silver medal
10945,Petr Hájek ♂,Czechoslovakia,CZS,♂,1986,0,7,0,7,7,7,28,45,Silver medal
10977,László Lipták ♂,Hungary,HUN,♂,1986,7,7,0,7,7,0,28,45,Silver medal
10989,Stig Hemmer ♂,Norway,NOR,♂,1986,6,7,0,2,6,7,28,45,Silver medal
10996,Mihai I. Anitescu ♂,Romania,ROU,♂,1986,7,7,2,5,6,1,28,45,Silver medal
11011,Sigitas Kiaras ♂,Union of Soviet Socialist Republics,USS,♂,1986,1,7,0,7,6,7,28,45,Silver medal
11013,Viktor Porošin ♂,Union of Soviet Socialist Republics,USS,♂,1986,0,7,2,5,7,7,28,45,Silver medal
10930,Dragomir Peykov ♂,Bulgaria,BGR,♂,1986,7,7,1,0,7,5,27,51,Silver medal
10947,Marcel Polakovič ♂,Czechoslovakia,CZS,♂,1986,7,7,0,7,6,0,27,51,Silver medal
10998,Ricardo Perez Marco ♂,Spain,ESP,♂,1986,5,6,2,7,7,0,27,51,Silver medal
10919,Frédéric van der Plancke,Belgium,BEL,,1986,3,1,7,7,7,1,26,54,Silver medal
10929,Ivaylo Kortezov ♂,Bulgaria,BGR,♂,1986,5,0,0,7,7,7,26,54,Silver medal
10944,Marios Papadopoulos ♂,Cyprus,CYP,♂,1986,7,7,0,7,4,1,26,54,Silver medal
9614,Ingo Warnke ♂,German Democratic Republic,GDR,♂,1986,4,7,0,7,7,1,26,54,Silver medal
10941,Qin Jing ♀,People's Republic of China,CHN,♀,1986,7,7,0,0,5,7,26,54,Silver medal
11019,Nguyễn Hùng Sơn,Vietnam,VNM,,1986,7,7,0,6,5,1,26,54,Silver medal
9599,David Hogan ♂,Australia,AUS,♂,1986,4,7,0,7,7,0,25,60,Bronze medal
10950,Adam Zach ♂,Czechoslovakia,CZS,♂,1986,0,7,1,7,3,7,25,60,Bronze medal
10915,Helmuth Breitenfellner ♂,Austria,AUT,♂,1986,4,7,4,2,7,0,24,62,Bronze medal
9659,Gunter Döge ♂,German Democratic Republic,GDR,♂,1986,3,7,2,4,7,1,24,62,Bronze medal
10995,Dorin N. D. Bucur ♂,Romania,ROU,♂,1986,2,7,0,7,7,1,24,62,Bronze medal
