id,name,country,code,gender,year,p1,p2,p3,p4,p5,p6,score,rank,medal
829,Haidong Wang ♂,People's Republic of China,CHN,♂,1995,7,7,7,3,7,7,38,20,Gold medal
3799,Constantin Chiscanu ♂,Romania,ROU,♂,1995,7,7,7,7,7,3,38,20,Gold medal
3800,Dmitri Zaporojets ♂,Russian Federation,RUS,♂,1995,7,7,7,7,7,3,38,20,Gold medal
3801,Artur Ávila Cordeiro de Melo ♂,Brazil,BRA,♂,1995,7,7,7,7,7,2,37,23,Gold medal
3802,Emmanuel Breuillard ♂,France,FRA,♂,1995,7,2,7,7,7,7,37,23,Gold medal
888,Gunther Vogel ♂,Germany,GER,♂,1995,7,7,7,7,7,2,37,23,Gold medal
930,Reza Sadeghi ♂,Islamic Republic of Iran,IRN,♂,1995,7,7,7,7,7,2,37,23,Gold medal
3807,Kyo Min Jeong ♂,Republic of Korea,KOR,♂,1995,7,7,7,7,7,2,37,23,Gold medal
3808,Dmitri Tchelkak ♂,Russian Federation,RUS,♂,1995,7,7,7,7,7,2,37,23,Gold medal
1135,Edward Thomas Crane ♂,United Kingdom,UNK,♂,1995,7,7,7,7,5,4,37,23,Gold medal
1139,Joseph Samuel Myers ♂,United Kingdom,UNK,♂,1995,7,7,7,7,2,7,37,23,Gold medal
898,Wing Yip Ho ♂,Hong Kong,HKG,♂,1995,7,7,7,7,7,1,36,31,Silver medal
3812,Mohammad Javaheri ♂,Islamic Republic of Iran,IRN,♂,1995,7,7,7,7,7,1,36,31,Silver medal
3810,Yizhou Lin ♂,People's Republic of China,CHN,♂,1995,7,7,7,5,7,3,36,31,Silver medal
3809,Yijun Yao ♂,People's Republic of China,CHN,♂,1995,7,7,5,7,7,3,36,31,Silver medal
3813,Ilia Katsev ♂,Russian Federation,RUS,♂,1995,7,7,7,7,7,1,36,31,Silver medal
3814,Detelin Dossev ♂,Bulgaria,BGR,♂,1995,7,7,7,7,7,0,35,36,Silver medal
817,Grigor Grigorov ♂,Bulgaria,BGR,♂,1995,7,7,7,7,2,5,35,36,Silver medal
821,Cyrus Hsia Chen ♂,Canada,CAN,♂,1995,7,7,7,7,7,0,35,36,Silver medal
3818,Bertram Felgenhauer ♂,Germany,GER,♂,1995,7,7,7,5,7,2,35,36,Silver medal
3819,Hossein Zivari Piran ♂,Islamic Republic of Iran,IRN,♂,1995,7,7,6,7,7,1,35,36,Silver medal
940,Lev Radzivilovsky ♂,Israel,ISR,♂,1995,7,7,7,7,7,0,35,36,Silver medal
954,Satoru Takahashi ♂,Japan,JPN,♂,1995,7,0,7,7,7,7,35,36,Silver medal
3822,Rafał Łochowski ♂,Poland,POL,♂,1995,7,7,2,7,7,5,35,36,Silver medal
3823,Adrian Corduneanu ♂,Romania,ROU,♂,1995,7,7,7,7,7,0,35,36,Silver medal
3824,Veronika Essaoulova ♀,Russian Federation,RUS,♀,1995,7,7,7,7,7,0,35,36,Silver medal
3826,Martin Pál ♂,Slovakia,SVK,♂,1995,7,2,6,6,7,7,35,36,Silver medal
3825,Markus Muller ♂,Switzerland,SUI,♂,1995,7,1,7,7,7,6,35,36,Silver medal
833,Ho-Lin Chen,Taiwan,TWN,,1995,7,7,5,7,7,2,35,36,Silver medal
1137,Ben Joseph Green ♂,United Kingdom,UNK,♂,1995,7,3,7,7,7,4,35,36,Silver medal
3828,Joshua Nichols-Barrer ♂,United States of America,USA,♂,1995,7,0,7,7,7,7,35,36,Silver medal
3831,Phạm Quang Tuấn,Vietnam,VNM,,1995,7,7,7,7,7,0,35,36,Silver medal
3829,Nguyễn Thế Phương,Vietnam,VNM,,1995,7,7,7,7,7,0,35,36,Silver medal
3830,Nguyễn Thế Trung,Vietnam,VNM,,1995,7,7,7,7,7,0,35,36,Silver medal
778,Vahe Poladian,Armenia,ARM,,1995,2,7,7,7,7,4,34,54,Silver medal
3833,Vladimir Tchalkov ♂,Bulgaria,BGR,♂,1995,7,7,7,6,7,0,34,54,Silver medal
1058,Kyungyong Lee ♂,Republic of Korea,KOR,♂,1995,7,7,5,5,7,3,34,54,Silver medal
3835,Yi-Chih Chiu,Taiwan,TWN,,1995,7,7,7,6,7,0,34,54,Silver medal
1127,Bayram Yenikaya ♂,Turkey,TUR,♂,1995,7,7,4,7,7,2,34,54,Silver medal
1141,Aleksandr Khazanov ♂,United States of America,USA,♂,1995,4,7,7,7,2,7,34,54,Silver medal
3838,Miroslav Treml ♂,Yugoslavia,YUG,♂,1995,7,5,7,7,1,7,34,54,Silver medal
3839,Todor Milanov ♂,Bulgaria,BGR,♂,1995,6,7,7,7,5,1,33,61,Silver medal
1082,Peter Macák ♂,Slovakia,SVK,♂,1995,7,7,7,7,5,0,33,61,Silver medal
3841,Chih-Yawn Chuang,Taiwan,TWN,,1995,7,7,5,7,7,0,33,61,Silver medal
3842,Cao Văn Hạnh,Vietnam,VNM,,1995,7,7,5,7,7,0,33,61,Silver medal
3843,Đorđe Milićević ♂,Yugoslavia,YUG,♂,1995,7,7,5,7,7,0,33,61,Silver medal
3844,Jian He ♂,Australia,AUS,♂,1995,6,5,7,7,7,0,32,66,Silver medal
920,Subhash Ajit Khot ♂,India,IND,♂,1995,7,7,4,7,7,0,32,66,Silver medal
3846,Keivan Mallahi ♂,Islamic Republic of Iran,IRN,♂,1995,7,2,3,6,7,7,32,66,Silver medal
3847,Ryoji Hiraguchi ♂,Japan,JPN,♂,1995,7,7,4,7,7,0,32,66,Silver medal
987,Nasko Karamanov ♂,North Macedonia,MKD,♂,1995,7,7,7,6,0,5,32,66,Silver medal
3848,Jin Woo Shin ♂,Republic of Korea,KOR,♂,1995,7,7,4,6,7,1,32,66,Silver medal
3506,Hoe Teck Wee ♂,Singapore,SGP,♂,1995,7,0,7,6,7,5,32,66,Silver medal
776,Vardgues Levonian,Armenia,ARM,,1995,7,7,3,7,7,0,31,73,Silver medal
3852,Frédéric Latour ♂,Canada,CAN,♂,1995,7,0,6,7,5,6,31,73,Silver medal
3853,Subramanian Lakshminarayanan ♂,India,IND,♂,1995,6,7,4,7,7,0,31,73,Silver medal
3854,Yuji Tachikawa ♂,Japan,JPN,♂,1995,7,0,7,7,7,3,31,73,Silver medal
997,Cornelia Glavan ♀,Republic of Moldova,MDA,♀,1995,7,7,2,7,7,1,31,73,Silver medal
1061,Dragos Ghioca ♂,Romania,ROU,♂,1995,4,0,7,7,7,6,31,73,Silver medal
3857,Sujin Saetang,Thailand,THA,,1995,7,7,3,7,7,0,31,73,Silver medal
3858,Maxim Boyko ♂,Ukraine,UKR,♂,1995,7,7,3,7,7,0,31,73,Silver medal
1143,Jacob Lurie ♂,United States of America,USA,♂,1995,7,0,3,7,7,7,31,73,Silver medal
3726,Matilde Lalin ♀,Argentina,ARG,♀,1995,6,7,3,7,7,0,30,82,Silver medal
3861,Sergei Shikh,Belarus,BLR,,1995,7,7,7,7,2,0,30,82,Silver medal
858,Petr Kaňovský ♂,Czech Republic,CZE,♂,1995,7,7,7,7,0,2,30,82,Silver medal
3863,Sumankar Shankar ♂,India,IND,♂,1995,6,7,3,7,7,0,30,82,Silver medal
938,Maxim Iorsh ♂,Israel,ISR,♂,1995,7,0,7,7,7,2,30,82,Silver medal
3866,Aleksandrs Sļivkins ♂,Latvia,LVA,♂,1995,7,7,3,7,6,0,30,82,Silver medal
3865,Joung Keun Lim ♂,Republic of Korea,KOR,♂,1995,7,7,7,7,0,2,30,82,Silver medal
3445,Christian Wuthrich ♂,Switzerland,SUI,♂,1995,7,0,2,7,7,7,30,82,Silver medal
768,Martín Avendaño ♂,Argentina,ARG,♂,1995,7,0,7,7,7,1,29,90,Silver medal
843,Carlos Alberto Vargas Cruz ♂,Colombia,COL,♂,1995,7,0,7,7,7,1,29,90,Silver medal
1049,David Chkhaidze ♂,Georgia,GEO,♂,1995,7,7,4,7,1,3,29,90,Silver medal
885,Arend Bayer ♂,Germany,GER,♂,1995,7,0,7,6,7,2,29,90,Silver medal
3872,Julius Verrel ♂,Germany,GER,♂,1995,7,0,7,7,7,1,29,90,Silver medal
902,Him Ting Wong ♂,Hong Kong,HKG,♂,1995,7,7,2,3,7,3,29,90,Silver medal
3874,Zoltán Németh ♂,Hungary,HUN,♂,1995,6,0,7,7,7,2,29,90,Silver medal
1007,Mounssif Aderkaoui,Morocco,MAR,,1995,7,5,3,7,7,0,29,90,Silver medal
1026,James Andrew McGowan ♂,New Zealand,NZL,♂,1995,7,0,6,7,2,7,29,90,Silver medal
3877,Han Ping Davin Chor ♂,Singapore,SGP,♂,1995,7,7,7,7,1,0,29,90,Silver medal
3878,Shin-Yao Jow,Taiwan,TWN,,1995,7,2,6,7,7,0,29,90,Silver medal
3879,Halil Bayrak ♂,Turkey,TUR,♂,1995,7,0,4,7,7,4,29,90,Silver medal
3880,Ivo Nikolov ♂,Bulgaria,BGR,♂,1995,7,0,6,7,7,1,28,102,Bronze medal
859,Filip Krška ♂,Czech Republic,CZE,♂,1995,7,0,7,7,7,0,28,102,Bronze medal
861,Libor Mašíček ♂,Czech Republic,CZE,♂,1995,6,0,7,7,7,1,28,102,Bronze medal
907,Szabolcs Szádeczky-Kardoss ♂,Hungary,HUN,♂,1995,7,0,6,7,7,1,28,102,Bronze medal
942,Or Tzuk ♂,Israel,ISR,♂,1995,7,0,5,7,7,2,28,102,Bronze medal
1018,Ronald van Luijk ♂,Netherlands,NLD,♂,1995,7,0,6,7,7,1,28,102,Bronze medal
3453,Marcin Bortnik ♂,Poland,POL,♂,1995,0,0,7,7,7,7,28,102,Bronze medal
3888,Marcin Stefaniak ♂,Poland,POL,♂,1995,7,0,1,6,7,7,28,102,Bronze medal
3885,Young Sin Kim ♂,Republic of Korea,KOR,♂,1995,7,7,7,7,0,0,28,102,Bronze medal
1102,Marcus Better ♂,Sweden,SWE,♂,1995,7,0,2,6,7,6,28,102,Bronze medal
838,Bor-Ching Su,Taiwan,TWN,,1995,7,7,5,7,2,0,28,102,Bronze medal
3891,Andrei Gnepp ♂,United States of America,USA,♂,1995,7,0,7,6,7,1,28,102,Bronze medal
783,Nigel Tao ♂,Australia,AUS,♂,1995,6,0,7,7,7,0,27,114,Bronze medal
3893,Trevor Tao ♂,Australia,AUS,♂,1995,6,0,7,7,7,0,27,114,Bronze medal
786,Florian Herzig ♂,Austria,AUT,♂,1995,6,0,7,7,7,0,27,114,Bronze medal
3895,Andrei Yadrentsev,Belarus,BLR,,1995,7,0,7,6,7,0,27,114,Bronze medal
847,Miroslav Jurišić ♂,Croatia,HRV,♂,1995,7,0,6,7,7,0,27,114,Bronze medal
878,Uoti Urpala ♂,Finland,FIN,♂,1995,0,7,0,7,6,7,27,114,Bronze medal
3898,Benedek Valkó ♂,Hungary,HUN,♂,1995,4,0,6,7,7,3,27,114,Bronze medal
921,Abhijit Mahabal ♂,India,IND,♂,1995,6,0,6,6,7,2,27,114,Bronze medal
947,Davide Gaiotto ♂,Italy,ITA,♂,1995,7,0,7,6,7,0,27,114,Bronze medal
969,Maksims Kravcevs ♂,Latvia,LVA,♂,1995,7,0,5,7,7,1,27,114,Bronze medal
993,Benito Fabián Romero Jiménez ♂,Mexico,MEX,♂,1995,7,6,1,6,7,0,27,114,Bronze medal
3902,Abdellatif Badidi,Morocco,MAR,,1995,7,5,7,7,0,1,27,114,Bronze medal
3904,Lasko Basnarkov ♂,North Macedonia,MKD,♂,1995,7,0,7,6,7,0,27,114,Bronze medal
3905,Chin How Jeffrey Pang ♂,Singapore,SGP,♂,1995,7,0,7,6,7,0,27,114,Bronze medal
3906,Vladimír Marko ♂,Slovakia,SVK,♂,1995,7,0,6,7,7,0,27,114,Bronze medal
3907,Panu Chaichanawong,Thailand,THA,,1995,7,0,5,7,7,1,27,114,Bronze medal
3908,Vladislav Duma ♂,Ukraine,UKR,♂,1995,7,0,7,5,7,1,27,114,Bronze medal
3909,Jay Chyung ♂,United States of America,USA,♂,1995,7,0,6,7,6,1,27,114,Bronze medal
3910,Nansen Petrossian,Armenia,ARM,,1995,7,7,4,1,7,0,26,132,Bronze medal
3912,Kwok Koon Cheung ♂,Hong Kong,HKG,♂,1995,7,7,4,1,7,0,26,132,Bronze medal
3913,Maciej Ogorzelski ♂,Poland,POL,♂,1995,7,7,4,7,1,0,26,132,Bronze medal
1136,Matthew Fayers ♂,United Kingdom,UNK,♂,1995,7,1,5,6,7,0,26,132,Bronze medal
3914,Igor Salom ♂,Yugoslavia,YUG,♂,1995,7,0,5,7,7,0,26,132,Bronze medal
3915,Donny Cheung ♂,Canada,CAN,♂,1995,7,0,4,7,7,0,25,137,Bronze medal
3916,Byung-Kyu Chun ♂,Canada,CAN,♂,1995,7,0,5,6,7,0,25,137,Bronze medal
863,Robert Šámal ♂,Czech Republic,CZE,♂,1995,6,0,7,5,7,0,25,137,Bronze medal
899,Wai Hoi Bobby Poon ♂,Hong Kong,HKG,♂,1995,7,0,4,4,7,3,25,137,Bronze medal
3921,Saverio Trioni ♂,Italy,ITA,♂,1995,7,0,6,5,7,0,25,137,Bronze medal
3922,Rachid Rabih,Morocco,MAR,,1995,7,4,1,6,7,0,25,137,Bronze medal
3923,Adam Bednorz ♂,Poland,POL,♂,1995,7,0,4,7,0,7,25,137,Bronze medal
3918,Angel Paredes Galan ♂,Spain,ESP,♂,1995,7,0,5,6,7,0,25,137,Bronze medal
1105,Hans Rullgård ♂,Sweden,SWE,♂,1995,7,0,4,7,7,0,25,137,Bronze medal
3919,Louisa Mary Orton ♀,United Kingdom,UNK,♀,1995,7,7,2,1,7,1,25,137,Bronze medal
3925,Boris Šobot ♂,Yugoslavia,YUG,♂,1995,7,0,4,7,7,0,25,137,Bronze medal
893,Efstratios Rappos,Greece,HEL,,1995,7,0,4,6,7,0,24,148,Bronze medal
1012,Abdelmajid Youssfi,Morocco,MAR,,1995,7,7,3,7,0,0,24,148,Bronze medal
1015,Erik Kieft ♂,Netherlands,NLD,♂,1995,7,0,3,7,7,0,24,148,Bronze medal
985,Aleksandar Blazevski ♂,North Macedonia,MKD,♂,1995,7,0,4,6,7,0,24,148,Bronze medal
1090,Mark Nicholas Berman ♂,South Africa,SAF,♂,1995,7,0,3,7,7,0,24,148,Bronze medal
862,David Pavlica ♂,Czech Republic,CZE,♂,1995,7,0,7,7,2,0,23,153,Bronze medal
3932,Thiên-Lôc Nguyen ♂,France,FRA,♂,1995,7,0,4,7,5,0,23,153,Bronze medal
3933,Ravi Kant ♂,India,IND,♂,1995,6,0,4,6,7,0,23,153,Bronze medal
3934,Mark Zlochin ♂,Israel,ISR,♂,1995,6,0,3,7,7,0,23,153,Bronze medal
946,Manolo Eminenti ♂,Italy,ITA,♂,1995,7,0,7,7,0,2,23,153,Bronze medal
3936,Aldo Pratelli ♂,Italy,ITA,♂,1995,7,0,7,7,0,2,23,153,Bronze medal
3937,Katsuki Tezuka ♂,Japan,JPN,♂,1995,7,0,0,7,7,2,23,153,Bronze medal
1079,Ivan Cimrák ♂,Slovakia,SVK,♂,1995,7,0,7,7,2,0,23,153,Bronze medal
3939,Christopher C. Chang ♂,United States of America,USA,♂,1995,7,0,1,7,2,6,23,153,Bronze medal
3940,Ante Đerek ♂,Croatia,HRV,♂,1995,7,0,1,7,7,0,22,162,Bronze medal
3941,Rohit Khandekar ♂,India,IND,♂,1995,3,0,5,5,7,2,22,162,Bronze medal
3942,Senkodan Thevendran ♂,Singapore,SGP,♂,1995,7,0,1,7,7,0,22,162,Bronze medal
3943,Udomsak Chaisrithong,Thailand,THA,,1995,7,0,2,6,7,0,22,162,Bronze medal
769,Santiago Laplagne ♂,Argentina,ARG,♂,1995,6,0,7,6,2,0,21,166,Bronze medal
3944,German Zorba ♂,Argentina,ARG,♂,1995,6,0,1,7,7,0,21,166,Bronze medal
3946,Zhi Ren (Herbert) Xu ♂,Australia,AUS,♂,1995,7,0,7,7,0,0,21,166,Bronze medal
3947,Maxim Oleinikov,Belarus,BLR,,1995,7,0,6,7,1,0,21,166,Bronze medal
3948,Sandor Ortegón ♂,Colombia,COL,♂,1995,5,0,4,5,7,0,21,166,Bronze medal
3949,Tuomas Korppi ♂,Finland,FIN,♂,1995,7,0,7,6,1,0,21,166,Bronze medal
3950,Julien Samaha ♂,France,FRA,♂,1995,7,0,0,7,7,0,21,166,Bronze medal
3951,Nico Düvelmeyer ♂,Germany,GER,♂,1995,7,0,1,5,7,1,21,166,Bronze medal
3952,Chun Ling Yu ♂,Hong Kong,HKG,♂,1995,7,0,4,2,7,1,21,166,Bronze medal
3953,Yuichiro Yoshizawa ♂,Japan,JPN,♂,1995,7,0,0,7,7,0,21,166,Bronze medal
1024,Håvard Larsen ♂,Norway,NOR,♂,1995,7,0,2,5,1,6,21,166,Bronze medal
998,Dorin Grecu ♂,Republic of Moldova,MDA,♂,1995,7,6,1,7,0,0,21,166,Bronze medal
3956,Ethem Çanakoğlu ♂,Turkey,TUR,♂,1995,7,0,7,7,0,0,21,166,Bronze medal
3957,Mehmet Ekmekçi ♂,Turkey,TUR,♂,1995,6,0,2,6,7,0,21,166,Bronze medal
3958,Caner Kazancı ♂,Turkey,TUR,♂,1995,7,0,0,7,7,0,21,166,Bronze medal
3959,Đorđe Krtinić ♂,Yugoslavia,YUG,♂,1995,7,0,7,4,3,0,21,166,Bronze medal
3960,Gordon Deane ♂,Australia,AUS,♂,1995,7,0,3,7,2,1,20,182,Bronze medal
3961,Tom de Medts,Belgium,BEL,,1995,7,0,1,5,7,0,20,182,Bronze medal
3962,Martin Nečesal ♂,Czech Republic,CZE,♂,1995,7,0,6,4,3,0,20,182,Bronze medal
877,Jouni Seppanen ♂,Finland,FIN,♂,1995,3,0,4,6,7,0,20,182,Bronze medal
3965,Lukito Muliadi,Indonesia,IDN,,1995,7,0,0,6,7,0,20,182,Bronze medal
3966,Mohammad Ali Abam ♂,Islamic Republic of Iran,IRN,♂,1995,7,0,2,4,7,0,20,182,Bronze medal
944,Michele Cammarata ♂,Italy,ITA,♂,1995,7,0,2,7,1,3,20,182,Bronze medal
3969,Tsogbadral Galaabaatar,Mongolia,MNG,,1995,7,7,1,4,1,0,20,182,Bronze medal
986,Andrej Bogdanov ♂,North Macedonia,MKD,♂,1995,6,0,0,7,7,0,20,182,Bronze medal
3970,Bernard Chan ♂,Philippines,PHI,♂,1995,6,0,1,6,7,0,20,182,Bronze medal
3964,Peter Keevash ♂,United Kingdom,UNK,♂,1995,7,0,2,3,7,1,20,182,Bronze medal
3576,Artem Shvorin,Belarus,BLR,,1995,7,1,1,7,2,1,19,193,Bronze medal
822,Alyssa Ker ♀,Canada,CAN,♀,1995,3,0,2,7,7,0,19,193,Bronze medal
844,Eliana Zoque ♀,Colombia,COL,♀,1995,6,0,5,1,7,0,19,193,Bronze medal
3974,Maja Starčević ♀,Croatia,HRV,♀,1995,7,0,4,7,1,0,19,193,Bronze medal
3975,Anders N. Jensen ♂,Denmark,DEN,♂,1995,7,0,7,5,0,0,19,193,Bronze medal
3976,Charaf Tahiri,Morocco,MAR,,1995,7,7,1,4,0,0,19,193,Bronze medal
1027,Timothy James McLennan ♂,New Zealand,NZL,♂,1995,7,0,5,7,0,0,19,193,Bronze medal
3978,Michał Goss ♂,Poland,POL,♂,1995,7,0,0,5,7,0,19,193,Bronze medal
1091,David Fraser ♂,South Africa,SAF,♂,1995,7,1,4,6,0,1,19,193,Bronze medal
3980,Sahack Petrossian,Armenia,ARM,,1995,1,7,3,7,0,0,18,202,Honourable mention
3981,Christopher Barber ♂,Australia,AUS,♂,1995,1,0,7,7,3,0,18,202,Honourable mention
3982,Oliver Pfeiffer ♂,Austria,AUT,♂,1995,7,0,1,3,7,0,18,202,Honourable mention
3983,Alexandre Dandoy,Belgium,BEL,,1995,7,0,4,7,0,0,18,202,Honourable mention
3984,Lawrence Tang ♂,Canada,CAN,♂,1995,7,0,4,7,0,0,18,202,Honourable mention
895,Georgios Solidakis,Greece,HEL,,1995,7,0,5,5,0,1,18,202,Honourable mention
3986,Alexandru Dercaci ♂,Republic of Moldova,MDA,♂,1995,7,0,4,7,0,0,18,202,Honourable mention
3987,Elitca Atanasova Mitova ♀,South Africa,SAF,♀,1995,7,0,1,1,2,7,18,202,Honourable mention
770,Leandro Saita ♂,Argentina,ARG,♂,1995,7,0,1,2,7,0,17,210,Honourable mention
3991,Anatoli Karolik,Belarus,BLR,,1995,7,0,2,7,1,0,17,210,Honourable mention
3992,Mikhail Vronski,Belarus,BLR,,1995,7,0,2,7,1,0,17,210,Honourable mention
3989,Bert Seynaeve,Belgium,BEL,,1995,7,0,4,3,0,3,17,210,Honourable mention
3990,Jacques Theys,Belgium,BEL,,1995,7,0,2,6,2,0,17,210,Honourable mention
3993,Bojan Antolović ♂,Croatia,HRV,♂,1995,7,0,1,7,2,0,17,210,Honourable mention
845,Milica Čudina ♀,Croatia,HRV,♀,1995,7,0,2,6,2,0,17,210,Honourable mention
3995,Lorver Duarte Puig,Cuba,CUB,,1995,6,0,0,4,7,0,17,210,Honourable mention
3996,Søren G. Smith ♂,Denmark,DEN,♂,1995,3,1,1,7,5,0,17,210,Honourable mention
975,Vytautas Paškūnas ♂,Lithuania,LTU,♂,1995,7,1,3,6,0,0,17,210,Honourable mention
3998,Russell Geoffrey Neilson ♂,New Zealand,NZL,♂,1995,7,0,4,6,0,0,17,210,Honourable mention
3999,Cheng-Chou Shu,Taiwan,TWN,,1995,7,0,2,7,1,0,17,210,Honourable mention
4000,Hans Drauschke ♂,Austria,AUT,♂,1995,7,0,3,3,3,0,16,222,Honourable mention
4002,Walter Carballosa Torres,Cuba,CUB,,1995,7,0,0,2,7,0,16,222,Honourable mention
4001,Alexander Alvarez Hernandez,Cuba,CUB,,1995,6,0,5,5,0,0,16,222,
4003,Bennett Thomas Haselton ♂,Denmark,DEN,♂,1995,1,0,7,6,2,0,16,222,Honourable mention
4004,Giedrius Alkauskas ♂,Lithuania,LTU,♂,1995,0,6,1,7,0,2,16,222,Honourable mention
1014,Dion Gijswijt ♂,Netherlands,NLD,♂,1995,7,0,0,2,7,0,16,222,Honourable mention
4006,Yi-Huak Koh ♂,Singapore,SGP,♂,1995,7,0,3,5,1,0,16,222,Honourable mention
4007,Sopanan Piboonrattanakit,Thailand,THA,,1995,6,0,1,7,2,0,16,222,Honourable mention
872,Targo Tennisberg ♂,Estonia,EST,♂,1995,1,0,7,7,0,0,15,230,Honourable mention
4009,Yann Ollivier ♂,France,FRA,♂,1995,7,0,1,7,0,0,15,230,Honourable mention
4010,Akaki Tikaradze ♂,Georgia,GEO,♂,1995,7,0,3,5,0,0,15,230,Honourable mention
4011,Eli Desyatnikov ♂,Israel,ISR,♂,1995,7,0,4,4,0,0,15,230,Honourable mention
4012,Nurgali Arystanov ♂,Kazakhstan,KAZ,♂,1995,7,0,1,0,7,0,15,230,Honourable mention
4013,Vytenis Pazemys ♂,Lithuania,LTU,♂,1995,7,0,1,7,0,0,15,230,Honourable mention
4014,Dayantsolmon Davag,Mongolia,MNG,,1995,0,0,3,5,7,0,15,230,Honourable mention
4015,Munkhzul Janchiv ♀,Mongolia,MNG,♀,1995,6,7,1,1,0,0,15,230,Honourable mention
1080,Patrik Horník ♂,Slovakia,SVK,♂,1995,7,0,1,7,0,0,15,230,Honourable mention
1085,Jernej Barbič ♂,Slovenia,SVN,♂,1995,7,7,1,0,0,0,15,230,Honourable mention
4020,Milena Anguelova ♀,Sweden,SWE,♀,1995,3,0,0,5,7,0,15,230,Honourable mention
4017,Nicolas Bartholdi ♂,Switzerland,SUI,♂,1995,3,1,2,7,1,1,15,230,Honourable mention
4018,Roman Schmied ♂,Switzerland,SUI,♂,1995,7,0,1,4,1,2,15,230,Honourable mention
1129,Sergey Bolotenko ♂,Ukraine,UKR,♂,1995,0,0,7,7,0,1,15,230,Honourable mention
4022,Viktor Rozgić ♂,Yugoslavia,YUG,♂,1995,7,0,0,1,7,0,15,230,Honourable mention
4023,Raif Rustamov ♂,Azerbaijan,AZE,♂,1995,0,7,1,5,1,0,14,245,Honourable mention
4024,Fernando Antonio de Araújo Carneiro ♂,Brazil,BRA,♂,1995,7,0,1,6,0,0,14,245,Honourable mention
4025,Jukka Suomela ♂,Finland,FIN,♂,1995,7,0,0,7,0,0,14,245,Honourable mention
4026,Jean Baptiste Gouere ♂,France,FRA,♂,1995,7,0,0,7,0,0,14,245,Honourable mention
4027,Kakha Paitchadze ♂,Georgia,GEO,♂,1995,0,0,7,7,0,0,14,245,Honourable mention
4028,Iakovos Mavroidis,Greece,HEL,,1995,6,0,0,1,7,0,14,245,Honourable mention
4029,Tze Tao Edmond Mok ♂,Hong Kong,HKG,♂,1995,7,0,3,3,1,0,14,245,Honourable mention
4030,Teguh Siswanto,Indonesia,IDN,,1995,6,0,0,1,7,0,14,245,Honourable mention
971,Aigars Zaube ♂,Latvia,LVA,♂,1995,1,0,0,6,7,0,14,245,Honourable mention
1001,Balhuu Batbayasgalan,Mongolia,MNG,,1995,7,0,1,3,2,1,14,245,Honourable mention
4034,Batbaatar Otgonrat,Mongolia,MNG,,1995,6,0,0,1,7,0,14,245,Honourable mention
4032,Tarik Belhaj Soulami,Morocco,MAR,,1995,7,0,0,6,0,1,14,245,Honourable mention
1020,Oystein Gjerstad ♂,Norway,NOR,♂,1995,0,0,4,4,6,0,14,245,
1021,Håkon Hallingstad ♂,Norway,NOR,♂,1995,7,0,1,4,2,0,14,245,Honourable mention
4037,David Hatton ♂,South Africa,SAF,♂,1995,7,0,0,7,0,0,14,245,Honourable mention
1106,Samuel Rydh ♂,Sweden,SWE,♂,1995,7,0,0,7,0,0,14,245,Honourable mention
4039,Thomas Strömstedt ♂,Sweden,SWE,♂,1995,7,0,2,5,0,0,14,245,Honourable mention
4040,Dmitry Redkin ♂,Ukraine,UKR,♂,1995,6,0,1,7,0,0,14,245,Honourable mention
4041,Carlos Humberto Caicedo ♂,Colombia,COL,♂,1995,7,0,1,5,0,0,13,263,Honourable mention
4042,Andreas Stylianides ♂,Cyprus,CYP,♂,1995,7,0,1,4,1,0,13,263,Honourable mention
4043,Toke Meier Carlsen ♂,Denmark,DEN,♂,1995,7,0,1,5,0,0,13,263,Honourable mention
868,Mart Abel ♂,Estonia,EST,♂,1995,4,0,5,4,0,0,13,263,
4045,Andrei Filonov ♂,Estonia,EST,♂,1995,7,0,2,4,0,0,13,263,Honourable mention
4046,Toni Leppäkorpi ♂,Finland,FIN,♂,1995,7,0,1,5,0,0,13,263,Honourable mention
4048,Munawar A. R.,Indonesia,IDN,,1995,6,0,0,0,7,0,13,263,Honourable mention
4047,Thomas Kurniawan Wongsosaputr,Indonesia,IDN,,1995,6,0,0,0,7,0,13,263,Honourable mention
4049,Andrea Altomani ♂,Italy,ITA,♂,1995,7,0,0,1,5,0,13,263,Honourable mention
4050,Almaz Kungozhin ♂,Kazakhstan,KAZ,♂,1995,7,0,1,2,2,1,13,263,Honourable mention
4051,Mikhail Okhin ♂,Kazakhstan,KAZ,♂,1995,7,0,0,3,3,0,13,263,Honourable mention
4052,Remigijus Jodelis ♂,Lithuania,LTU,♂,1995,0,0,7,6,0,0,13,263,Honourable mention
4054,Ulziibold Yadamsuren,Mongolia,MNG,,1995,1,0,0,4,7,1,13,263,Honourable mention
4055,Magnus Dehli Vigeland ♂,Norway,NOR,♂,1995,7,0,0,5,1,0,13,263,Honourable mention
4053,Igor Covganet ♂,Republic of Moldova,MDA,♂,1995,6,0,4,3,0,0,13,263,
4056,Odo Benda ♂,Austria,AUT,♂,1995,7,0,0,4,1,0,12,278,Honourable mention
4058,Archil Gachechiladze ♂,Georgia,GEO,♂,1995,3,0,3,6,0,0,12,278,
4060,Ján Bábeľa ♂,Slovakia,SVK,♂,1995,1,7,1,3,0,0,12,278,Honourable mention
4059,Jan van Zyl Smit ♂,South Africa,SAF,♂,1995,7,0,1,2,2,0,12,278,Honourable mention
