id
"('nm0000293', 'nm0181920')"
"('nm0752638', 'nm0642751')"
"('nm0853583', 'nm0000293')"
"('nm0574534', 'nm0891092')"
"('nm0700059', 'nm0428765')"
"('nm0004355', 'nm0001354')"
"('nm0389698', 'nm0516385')"
"('nm0389698', 'nm0734304')"
"('nm0734304', 'nm0516385')"
"('nm0000980', 'nm0570570')"
"('nm0853583', 'nm0000293')"
"('nm0000293', 'nm0001290')"
"('nm0019885', 'nm0383835')"
"('nm0203882', 'nm0504320')"
"('nm0751085', 'nm0383835')"
"('nm0891092', 'nm0928408')"
"('nm0538869', 'nm0001354')"
"('nm0000293', 'nm0641596')"
"('nm0181920', 'nm0312245')"
"('nm0269923', 'nm0181920')"
"('nm0269923', 'nm0312245')"
"('nm0568400', 'nm0322513')"
"('nm0568400', 'nm0265610')"
"('nm0002103', 'nm0001354')"
"('nm0002103', 'nm0019885')"
"('nm0002103', 'nm0734654')"
"('nm0019885', 'nm0001354')"
"('nm0019885', 'nm0734654')"
"('nm0538869', 'nm0001354')"
"('nm0538869', 'nm0002103')"
"('nm0538869', 'nm0019885')"
"('nm0538869', 'nm0568400')"
"('nm0538869', 'nm0734654')"
"('nm0568400', 'nm0001354')"
"('nm0568400', 'nm0002103')"
"('nm0568400', 'nm0019885')"
"('nm0568400', 'nm0734654')"
"('nm0734654', 'nm0001354')"
"('nm0001290', 'nm0004355')"
"('nm0001290', 'nm0322513')"
"('nm0001290', 'nm0891092')"
"('nm0004355', 'nm0891092')"
"('nm0322513', 'nm0004355')"
"('nm0322513', 'nm0891092')"
"('nm0203882', 'nm0428765')"
"('nm0322513', 'nm0838910')"
"('nm0389698', 'nm0534062')"
"('nm0389698', 'nm0568400')"
"('nm0389698', 'nm0734304')"
"('nm0389698', 'nm1794801')"
"('nm0568400', 'nm0534062')"
"('nm0568400', 'nm0734304')"
"('nm0568400', 'nm1794801')"
"('nm0734304', 'nm0534062')"
"('nm0734304', 'nm1794801')"
"('nm1794801', 'nm0534062')"
"('nm0002103', 'nm0181920')"
"('nm0610312', 'nm0001216')"
"('nm0002103', 'nm0004355')"
"('nm0002103', 'nm0312245')"
"('nm0312245', 'nm0004355')"
"('nm0432837', 'nm0432838')"
"('nm0544139', 'nm0001097')"
"('nm0649046', 'nm0001097')"
"('nm0649046', 'nm0544139')"
"('nm0538869', 'nm0269077')"
"('nm0538869', 'nm0838910')"
"('nm0838910', 'nm0269077')"
"('nm0322513', 'nm0226820')"
"('nm0192377', 'nm0564516')"
"('nm0192377', 'nm0642751')"
"('nm0564516', 'nm0642751')"
"('nm0752638', 'nm0000293')"
"('nm0838910', 'nm0103195')"
"('nm0734654', 'nm0001354')"
"('nm0000596', 'nm0001290')"
"('nm0372176', 'nm0001097')"
"('nm0568400', 'nm0891092')"
"('nm0853583', 'nm0751085')"
"('nm0226820', 'nm0001354')"
"('nm0752638', 'nm0641596')"
"('nm0372176', 'nm0889338')"
"('nm0372176', 'nm0891092')"
"('nm0891092', 'nm0889338')"
"('nm0700059', 'nm0000596')"
"('nm0538869', 'nm0751085')"
"('nm0564516', 'nm0610312')"
"('nm0751085', 'nm0891092')"
"('nm0734654', 'nm0889338')"
"('nm0504320', 'nm0269077')"
"('nm0372176', 'nm0231871')"
"('nm0004355', 'nm0734654')"
"('nm0443825', 'nm0004355')"
"('nm0443825', 'nm0734654')"
"('nm0538869', 'nm0001216')"
"('nm0283492', 'nm0700059')"
"('nm0000293', 'nm0000596')"
"('nm0408591', 'nm0000293')"
"('nm0408591', 'nm0000596')"
"('nm0192377', 'nm0642751')"
"('nm0700059', 'nm0103195')"
"('nm0822062', 'nm0891092')"
"('nm0822062', 'nm0610312')"
"('nm0004355', 'nm0103195')"
"('nm0700059', 'nm0821471')"
"('nm0181920', 'nm0641596')"
"('nm0181920', 'nm0889338')"
"('nm0641596', 'nm0889338')"
"('nm0318821', 'nm0001354')"
"('nm0538869', 'nm0863130')"
"('nm0538869', 'nm0889338')"
"('nm0863130', 'nm0889338')"
"('nm0204583', 'nm0852965')"
"('nm0700059', 'nm0001216')"
"('nm0408591', 'nm0192377')"
"('nm0443825', 'nm0734654')"
"('nm0538869', 'nm0064155')"
"('nm0538869', 'nm0639569')"
"('nm0538869', 'nm0752638')"
"('nm0639569', 'nm0064155')"
"('nm0752638', 'nm0064155')"
"('nm0752638', 'nm0639569')"
"('nm0389698', 'nm0243696')"
"('nm0000980', 'nm0570570')"
"('nm0000980', 'nm0838910')"
"('nm0838910', 'nm0570570')"
"('nm0234541', 'nm0562003')"
"('nm0853583', 'nm0001216')"
"('nm0001290', 'nm0001354')"
"('nm0001290', 'nm0838910')"
"('nm0838910', 'nm0001354')"
"('nm1368037', 'nm0141582')"
"('nm0838910', 'nm0103195')"
"('nm0891092', 'nm0103195')"
"('nm0891092', 'nm0838910')"
"('nm0001671', 'nm0734654')"
"('nm0004355', 'nm0001671')"
"('nm0004355', 'nm0734654')"
"('nm0233807', 'nm0243696')"
"('nm0389698', 'nm0233807')"
"('nm0389698', 'nm0243696')"
"('nm0192377', 'nm0004355')"
"('nm0890055', 'nm0863130')"
"('nm0001097', 'nm0642751')"
"('nm0564516', 'nm0001097')"
"('nm0564516', 'nm0641596')"
"('nm0564516', 'nm0642751')"
"('nm0568400', 'nm0001097')"
"('nm0568400', 'nm0564516')"
"('nm0568400', 'nm0641596')"
"('nm0568400', 'nm0642751')"
"('nm0641596', 'nm0001097')"
"('nm0641596', 'nm0642751')"
"('nm0752638', 'nm0610312')"
"('nm0891092', 'nm0504320')"
"('nm0001290', 'nm0004355')"
"('nm0204583', 'nm0503319')"
"('nm0001290', 'nm0203882')"
"('nm0001671', 'nm0001884')"
"('nm0000980', 'nm0891092')"
"('nm0283642', 'nm0001354')"
"('nm0283642', 'nm0318821')"
"('nm0318821', 'nm0001354')"
"('nm0641596', 'nm0001354')"
"('nm0641596', 'nm0283642')"
"('nm0641596', 'nm0318821')"
"('nm0853583', 'nm0889338')"
"('nm0203882', 'nm0889338')"
"('nm0700059', 'nm0203882')"
"('nm0700059', 'nm0822062')"
"('nm0700059', 'nm0889338')"
"('nm0822062', 'nm0203882')"
"('nm0822062', 'nm0889338')"
"('nm0700059', 'nm0535837')"
"('nm0700059', 'nm0822062')"
"('nm0822062', 'nm0535837')"
"('nm0004355', 'nm0001354')"
"('nm0004355', 'nm0231871')"
"('nm0181920', 'nm0001354')"
"('nm0181920', 'nm0004355')"
"('nm0181920', 'nm0231871')"
"('nm0231871', 'nm0001354')"
"('nm0443825', 'nm0001354')"
"('nm0443825', 'nm0004355')"
"('nm0443825', 'nm0181920')"
"('nm0443825', 'nm0231871')"
"('nm0182666', 'nm0481924')"
"('nm0568400', 'nm0641596')"
"('nm0564516', 'nm0610312')"
"('nm0564516', 'nm0641596')"
"('nm0641596', 'nm0610312')"
"('nm0050520', 'nm0384152')"
"('nm0050520', 'nm0516385')"
"('nm0050520', 'nm1101680')"
"('nm0384152', 'nm0516385')"
"('nm0384152', 'nm1101680')"
"('nm0516385', 'nm1101680')"
"('nm0233266', 'nm0000596')"
"('nm0372176', 'nm0891092')"
"('nm0504320', 'nm0570570')"
"('nm0798872', 'nm0231871')"
"('nm0424191', 'nm0004692')"
"('nm0312245', 'nm0516385')"
"('nm0312245', 'nm0641596')"
"('nm0389698', 'nm0312245')"
"('nm0389698', 'nm0516385')"
"('nm0389698', 'nm0641596')"
"('nm0641596', 'nm0516385')"
"('nm0192377', 'nm0001354')"
"('nm0174005', 'nm0642751')"
"('nm0174005', 'nm0891092')"
"('nm0891092', 'nm0642751')"
"('nm0372176', 'nm0203882')"
"('nm0372176', 'nm0822062')"
"('nm0822062', 'nm0203882')"
"('nm0751085', 'nm0001354')"
"('nm0001671', 'nm0001097')"
"('nm0001097', 'nm0516385')"
"('nm0064155', 'nm0001097')"
"('nm0064155', 'nm0516385')"
"('nm0231871', 'nm0889338')"
"('nm0571654', 'nm0231871')"
"('nm0571654', 'nm0863130')"
"('nm0571654', 'nm0889338')"
"('nm0571654', 'nm0894857')"
"('nm0863130', 'nm0231871')"
"('nm0863130', 'nm0889338')"
"('nm0894857', 'nm0231871')"
"('nm0894857', 'nm0863130')"
"('nm0894857', 'nm0889338')"
"('nm0408591', 'nm0819087')"
"('nm0192377', 'nm0019885')"
"('nm0174449', 'nm0610312')"
"('nm0341739', 'nm0203882')"
"('nm0203882', 'nm1095720')"
"('nm0203882', 'nm0891092')"
"('nm0000293', 'nm0000596')"
"('nm0050520', 'nm0181920')"
"('nm0050520', 'nm0641433')"
"('nm0050520', 'nm1101680')"
"('nm0181920', 'nm1101680')"
"('nm0389698', 'nm0050520')"
"('nm0389698', 'nm0181920')"
"('nm0389698', 'nm0641433')"
"('nm0389698', 'nm1101680')"
"('nm0641433', 'nm0181920')"
"('nm0641433', 'nm1101680')"
"('nm0389698', 'nm0734498')"
"('nm0568385', 'nm0642751')"
"('nm0890055', 'nm0267256')"
"('nm0050520', 'nm0001354')"
"('nm0050520', 'nm0203882')"
"('nm0203882', 'nm0001354')"
"('nm0389698', 'nm0001354')"
"('nm0389698', 'nm0050520')"
"('nm0389698', 'nm0203882')"
"('nm0389698', 'nm0243696')"
"('nm0389698', 'nm0429956')"
"('nm0389698', 'nm0568400')"
"('nm0389698', 'nm0734304')"
"('nm0429956', 'nm0243696')"
"('nm0429956', 'nm0568400')"
"('nm0429956', 'nm0734304')"
"('nm0568400', 'nm0243696')"
"('nm0568400', 'nm0734304')"
"('nm0734304', 'nm0243696')"
"('nm0372176', 'nm0004355')"
"('nm1152798', 'nm0004355')"
"('nm1152798', 'nm0372176')"
"('nm0822062', 'nm0570570')"
"('nm0822062', 'nm0001216')"
"('nm0181920', 'nm0231871')"
"('nm0283492', 'nm0181920')"
"('nm0283492', 'nm0231871')"
"('nm0000980', 'nm0570570')"
"('nm0087432', 'nm0103195')"
"('nm0002103', 'nm0226820')"
"('nm0001290', 'nm0639569')"
"('nm0891092', 'nm0103195')"
"('nm0050520', 'nm0384152')"
"('nm0050520', 'nm0516385')"
"('nm0384152', 'nm0516385')"
"('nm0389698', 'nm0050520')"
"('nm0389698', 'nm0384152')"
"('nm0389698', 'nm0516385')"
"('nm0322513', 'nm0852965')"
"('nm0019885', 'nm0504320')"
"('nm0322513', 'nm0535837')"
"('nm0322513', 'nm0889338')"
"('nm0889338', 'nm0535837')"
"('nm0188871', 'nm0535837')"
"('nm0796502', 'nm0104114')"
"('nm0000980', 'nm0352901')"
"('nm0000980', 'nm0815420')"
"('nm0815420', 'nm0352901')"
"('nm0126298', 'nm0089416')"
"('nm0126298', 'nm0516385')"
"('nm0516385', 'nm0089416')"
"('nm0182666', 'nm0838910')"
"('nm0700059', 'nm0182666')"
"('nm0700059', 'nm0838910')"
"('nm0700059', 'nm1051151')"
"('nm1051151', 'nm0182666')"
"('nm1051151', 'nm0838910')"
"('nm0401264', 'nm0396924')"
"('nm0004355', 'nm0103195')"
"('nm0004355', 'nm0504320')"
"('nm0004355', 'nm0889338')"
"('nm0103195', 'nm0889338')"
"('nm0504320', 'nm0103195')"
"('nm0504320', 'nm0889338')"
"('nm0265610', 'nm0568385')"
"('nm0265610', 'nm0734304')"
"('nm0734304', 'nm0568385')"
"('nm0126298', 'nm0089416')"
"('nm0226820', 'nm0371160')"
"('nm0226820', 'nm0516385')"
"('nm0516385', 'nm0371160')"
"('nm0538869', 'nm0226820')"
"('nm0538869', 'nm0371160')"
"('nm0538869', 'nm0516385')"
"('nm0538869', 'nm0641596')"
"('nm0641596', 'nm0226820')"
"('nm0641596', 'nm0371160')"
"('nm0641596', 'nm0516385')"
"('nm0234541', 'nm0891092')"
"('nm0000596', 'nm0103195')"
"('nm0516385', 'nm1101680')"
"('nm0233266', 'nm0819087')"
"('nm0001290', 'nm0231871')"
"('nm0181920', 'nm0001290')"
"('nm0181920', 'nm0231871')"
"('nm0192377', 'nm0089416')"
"('nm0192377', 'nm0641433')"
"('nm0641433', 'nm0089416')"
"('nm0544139', 'nm0226820')"
"('nm0751085', 'nm0087432')"
"('nm0751085', 'nm0838910')"
"('nm0838910', 'nm0087432')"
"('nm0203882', 'nm0516003')"
"('nm0372176', 'nm0481924')"
"('nm0853583', 'nm0322513')"
"('nm0891092', 'nm0383835')"
"('nm0853583', 'nm0181920')"
"('nm0204583', 'nm0226820')"
"('nm0000980', 'nm0538869')"
"('nm0000980', 'nm0570570')"
"('nm0538869', 'nm0570570')"
"('nm0408591', 'nm0004355')"
"('nm0001216', 'nm0889338')"
"('nm0002103', 'nm0114742')"
"('nm0269923', 'nm0535837')"
"('nm0538869', 'nm0891092')"
"('nm0283492', 'nm0734498')"
"('nm1086981', 'nm0504320')"
"('nm0890055', 'nm0312245')"
"('nm0004355', 'nm0004692')"
"('nm0564516', 'nm0642751')"
"('nm0734498', 'nm0226820')"
"('nm1074361', 'nm0072855')"
"('nm0568400', 'nm0610312')"
"('nm0057965', 'nm0203882')"
"('nm0734304', 'nm0516385')"
"('nm0580014', 'nm0570570')"
"('nm0580014', 'nm0822062')"
"('nm0580014', 'nm0891092')"
"('nm0822062', 'nm0570570')"
"('nm0822062', 'nm0891092')"
"('nm0891092', 'nm0570570')"
"('nm0564516', 'nm0001354')"
"('nm0568400', 'nm0564516')"
"('nm0568400', 'nm0639569')"
"('nm0654295', 'nm0443373')"
"('nm0803397', 'nm1086981')"
"('nm0890055', 'nm0803397')"
"('nm0890055', 'nm1086981')"
"('nm0568400', 'nm0192377')"
"('nm0269077', 'nm0889338')"
"('nm0269077', 'nm0916037')"
"('nm0916037', 'nm0889338')"
"('nm0649046', 'nm0000980')"
"('nm0562003', 'nm0568385')"
"('nm0564920', 'nm0443373')"
"('nm0203882', 'nm0001216')"
"('nm0002103', 'nm0734654')"
"('nm0641433', 'nm0103195')"
"('nm0000293', 'nm0231871')"
"('nm0057965', 'nm0181920')"
"('nm0057965', 'nm0891092')"
"('nm0181920', 'nm0891092')"
"('nm0001290', 'nm0504320')"
"('nm0001290', 'nm0570570')"
"('nm0504320', 'nm0570570')"
"('nm0181920', 'nm0360171')"
"('nm0181920', 'nm0803397')"
"('nm0803397', 'nm0360171')"
"('nm0700059', 'nm0000596')"
"('nm0803397', 'nm0523047')"
"('nm0174005', 'nm0570570')"
"('nm0174005', 'nm0103195')"
"('nm0174005', 'nm0203882')"
"('nm0174005', 'nm0568385')"
"('nm0203882', 'nm0103195')"
"('nm0203882', 'nm0568385')"
"('nm0568385', 'nm0103195')"
"('nm0000596', 'nm0001290')"
"('nm0000980', 'nm0000596')"
"('nm0000980', 'nm0001290')"
"('nm0000980', 'nm0004355')"
"('nm0428765', 'nm0001354')"
"('nm0428765', 'nm1395532')"
"('nm1395532', 'nm0001354')"
"('nm0822062', 'nm0535837')"
"('nm0192377', 'nm0318821')"
"('nm0126298', 'nm0642751')"
"('nm0174005', 'nm0535837')"
"('nm0538869', 'nm0174005')"
"('nm0538869', 'nm0535837')"
"('nm0568400', 'nm0641596')"
"('nm0322513', 'nm0231871')"
"('nm0610312', 'nm0568385')"
"('nm0174005', 'nm0103195')"
"('nm0641596', 'nm0371160')"
"('nm0649046', 'nm0181920')"
"('nm0000980', 'nm0269077')"
"('nm0318821', 'nm0352901')"
"('nm0538869', 'nm0318821')"
"('nm0538869', 'nm0352901')"
"('nm0751085', 'nm0428765')"
"('nm0001216', 'nm0001097')"
"('nm0192377', 'nm0371160')"
"('nm0192377', 'nm0568385')"
"('nm0389698', 'nm0192377')"
"('nm0389698', 'nm0371160')"
"('nm0389698', 'nm0568385')"
"('nm0568385', 'nm0371160')"
"('nm0322513', 'nm0103195')"
"('nm0580014', 'nm0318821')"
"('nm0389698', 'nm0384152')"
"('nm0838910', 'nm0001097')"
"('nm0322416', 'nm0639569')"
"('nm0796502', 'nm0322416')"
"('nm0796502', 'nm0639569')"
"('nm0700059', 'nm0428765')"
"('nm0318821', 'nm0504320')"
"('nm0891092', 'nm0318821')"
"('nm0891092', 'nm0504320')"
"('nm0408591', 'nm0001354')"
"('nm0408591', 'nm0891092')"
"('nm0891092', 'nm0001354')"
"('nm0000596', 'nm0001671')"
"('nm0538869', 'nm0000596')"
"('nm0538869', 'nm0001671')"
"('nm0203882', 'nm0504320')"
"('nm1368037', 'nm0203882')"
"('nm1368037', 'nm0504320')"
"('nm0192377', 'nm0126298')"
"('nm0538869', 'nm0126298')"
"('nm0538869', 'nm0192377')"
"('nm0538869', 'nm1214477')"
"('nm1214477', 'nm0126298')"
"('nm1214477', 'nm0192377')"
"('nm0853583', 'nm1090815')"
"('nm1032473', 'nm0103195')"
"('nm0057965', 'nm0231871')"
"('nm0700059', 'nm0889338')"
"('nm0727778', 'nm0568400')"
"('nm0318821', 'nm0634139')"
"('nm0571654', 'nm0383835')"
"('nm0853583', 'nm0822062')"
"('nm0389698', 'nm0233807')"
"('nm0192377', 'nm0203882')"
"('nm0538869', 'nm0001354')"
"('nm0001290', 'nm0001097')"
"('nm0734498', 'nm0641433')"
"('nm0751085', 'nm0570570')"
"('nm0103195', 'nm0001354')"
"('nm0174005', 'nm0001354')"
"('nm0174005', 'nm0103195')"
"('nm0174005', 'nm0562003')"
"('nm0562003', 'nm0001354')"
"('nm0562003', 'nm0103195')"
"('nm0751085', 'nm0001354')"
"('nm0751085', 'nm0103195')"
"('nm0751085', 'nm0174005')"
"('nm0751085', 'nm0562003')"
"('nm0372176', 'nm0226820')"
"('nm0568400', 'nm0050520')"
"('nm0915453', 'nm0001097')"
"('nm0000596', 'nm0004355')"
"('nm0000596', 'nm1264590')"
"('nm1264590', 'nm0004355')"
"('nm0019885', 'nm0535837')"
"('nm0192377', 'nm0019885')"
"('nm0192377', 'nm0535837')"
"('nm0360171', 'nm0564920')"
"('nm0360171', 'nm0734654')"
"('nm0564920', 'nm0734654')"
"('nm1051151', 'nm0852965')"
"('nm0639569', 'nm0243696')"
"('nm0408591', 'nm0114742')"
"('nm0283492', 'nm0000293')"
"('nm0188871', 'nm0226820')"
"('nm0233807', 'nm0642751')"
"('nm0568400', 'nm0233807')"
"('nm0568400', 'nm0642751')"
"('nm0002103', 'nm0103195')"
"('nm1478079', 'nm0004692')"
"('nm0233807', 'nm1101680')"
"('nm0269923', 'nm0269077')"
"('nm0269923', 'nm0815420')"
"('nm0815420', 'nm0269077')"
"('nm0641596', 'nm0610312')"
"('nm0019885', 'nm0065874')"
"('nm0019885', 'nm0562003')"
"('nm0019885', 'nm0564920')"
"('nm0019885', 'nm0891092')"
"('nm0065874', 'nm0564920')"
"('nm0562003', 'nm0065874')"
"('nm0562003', 'nm0564920')"
"('nm0891092', 'nm0065874')"
"('nm0891092', 'nm0562003')"
"('nm0891092', 'nm0564920')"
"('nm0000980', 'nm0181920')"
"('nm0000980', 'nm0309693')"
"('nm0181920', 'nm0309693')"
"('nm0734498', 'nm0641596')"
"('nm0233807', 'nm0562003')"
"('nm0233807', 'nm0734498')"
"('nm0734498', 'nm0562003')"
"('nm0269077', 'nm0001216')"
"('nm0103195', 'nm0889338')"
"('nm0203882', 'nm0103195')"
"('nm0203882', 'nm0889338')"
"('nm0203882', 'nm1414435')"
"('nm1414435', 'nm0103195')"
"('nm1414435', 'nm0889338')"
"('nm0649046', 'nm1086981')"
"('nm0534062', 'nm0642751')"
"('nm0534062', 'nm0734654')"
"('nm0734654', 'nm0642751')"
"('nm0103195', 'nm0916037')"
"('nm0568400', 'nm0610312')"
"('nm0428765', 'nm0535837')"
"('nm0203882', 'nm0243696')"
"('nm0372176', 'nm0214343')"
"('nm0372176', 'nm0568385')"
"('nm0372176', 'nm4757478')"
"('nm0568385', 'nm0214343')"
"('nm0568385', 'nm4757478')"
"('nm4757478', 'nm0214343')"
"('nm0580014', 'nm0188871')"
"('nm0580014', 'nm0915453')"
"('nm0915453', 'nm0188871')"
"('nm0815420', 'nm0916037')"
"('nm0562003', 'nm0162281')"
"('nm0000980', 'nm0004355')"
"('nm0000980', 'nm0103195')"
"('nm0004355', 'nm0103195')"
"('nm0700059', 'nm0428765')"
"('nm0126298', 'nm0001354')"
"('nm0564516', 'nm0001354')"
"('nm0564516', 'nm0126298')"
"('nm0639569', 'nm0001354')"
"('nm0639569', 'nm0126298')"
"('nm0639569', 'nm0564516')"
"('nm0000980', 'nm0352901')"
"('nm0000980', 'nm0372176')"
"('nm0000980', 'nm0822062')"
"('nm0372176', 'nm0352901')"
"('nm0372176', 'nm0822062')"
"('nm0822062', 'nm0352901')"
"('nm0269077', 'nm0226820')"
"('nm0822062', 'nm0889338')"
"('nm1032473', 'nm0641596')"
"('nm0000980', 'nm0269077')"
"('nm0000980', 'nm0894857')"
"('nm0000980', 'nm1623508')"
"('nm0894857', 'nm0269077')"
"('nm0894857', 'nm1623508')"
"('nm1623508', 'nm0269077')"
"('nm0538869', 'nm0535837')"
"('nm1043031', 'nm0535837')"
"('nm0182666', 'nm0322513')"
"('nm0182666', 'nm0916037')"
"('nm0233266', 'nm0182666')"
"('nm0233266', 'nm0322513')"
"('nm0233266', 'nm0916037')"
"('nm0322513', 'nm0916037')"
"('nm0700059', 'nm0182666')"
"('nm0700059', 'nm0233266')"
"('nm0700059', 'nm0322513')"
"('nm0700059', 'nm0796502')"
"('nm0700059', 'nm0916037')"
"('nm0796502', 'nm0182666')"
"('nm0796502', 'nm0233266')"
"('nm0796502', 'nm0322513')"
"('nm0796502', 'nm0916037')"
"('nm0574534', 'nm0065874')"
"('nm0562003', 'nm0815420')"
"('nm0203882', 'nm0891092')"
"('nm0000980', 'nm0001290')"
"('nm0000980', 'nm0309693')"
"('nm0001290', 'nm0309693')"
"('nm0852965', 'nm0001354')"
"('nm0000596', 'nm0188871')"
"('nm0000980', 'nm0004692')"
"('nm0384152', 'nm0516003')"
"('nm0538869', 'nm0384152')"
"('nm0538869', 'nm0516003')"
"('nm0114742', 'nm0103195')"
"('nm1613839', 'nm0103195')"
"('nm0700059', 'nm0103195')"
"('nm0408591', 'nm0103195')"
"('nm0000293', 'nm0002103')"
"('nm0000293', 'nm0181920')"
"('nm0000293', 'nm0428765')"
"('nm0002103', 'nm0181920')"
"('nm0002103', 'nm0428765')"
"('nm0181920', 'nm0428765')"
"('nm0214343', 'nm0371160')"
"('nm0384152', 'nm0214343')"
"('nm0384152', 'nm0371160')"
"('nm0384152', 'nm0568385')"
"('nm0568385', 'nm0214343')"
"('nm0568385', 'nm0371160')"
"('nm0001290', 'nm0734654')"
"('nm0243696', 'nm2911170')"
"('nm0538869', 'nm0751085')"
"('nm0000293', 'nm0001097')"
"('nm0269923', 'nm0181920')"
"('nm0443825', 'nm0203882')"
"('nm0639569', 'nm0641596')"
"('nm0114742', 'nm0298842')"
"('nm0234541', 'nm0114742')"
"('nm0234541', 'nm0298842')"
"('nm0181920', 'nm0803397')"
"('nm0181920', 'nm0889338')"
"('nm0803397', 'nm0889338')"
"('nm0641433', 'nm0182666')"
"('nm0064155', 'nm0564920')"
"('nm0639569', 'nm0226820')"
"('nm0751085', 'nm0226820')"
"('nm0751085', 'nm0639569')"
"('nm0853583', 'nm0226820')"
"('nm0853583', 'nm0639569')"
"('nm0853583', 'nm0751085')"
"('nm0015382', 'nm1146807')"
"('nm0192377', 'nm0639569')"
"('nm0188871', 'nm0352901')"
"('nm0891092', 'nm0188871')"
"('nm0891092', 'nm0352901')"
"('nm0751085', 'nm0000596')"
"('nm0751085', 'nm0890055')"
"('nm0890055', 'nm0000596')"
"('nm0000596', 'nm0004355')"
"('nm0000596', 'nm0188871')"
"('nm0004355', 'nm0188871')"
"('nm0372176', 'nm0000596')"
"('nm0372176', 'nm0004355')"
"('nm0372176', 'nm0188871')"
"('nm0269077', 'nm0443373')"
"('nm0269077', 'nm0654295')"
"('nm0654295', 'nm0443373')"
"('nm0269923', 'nm0564920')"
"('nm1043031', 'nm0188871')"
"('nm0734304', 'nm1651043')"
"('nm0000980', 'nm0181920')"
"('nm0000980', 'nm0000293')"
"('nm0001671', 'nm0103195')"
"('nm0700059', 'nm0192377')"
"('nm0443373', 'nm0309693')"
"('nm0000980', 'nm0001290')"
"('nm0181920', 'nm0360171')"
"('nm0188871', 'nm0309693')"
"('nm0309693', 'nm1872855')"
"('nm0174005', 'nm0580014')"
"('nm0104114', 'nm1872855')"
"('nm0322416', 'nm0104114')"
"('nm0322416', 'nm0481924')"
"('nm0322416', 'nm1872855')"
"('nm0481924', 'nm0104114')"
"('nm0481924', 'nm1872855')"
"('nm0700059', 'nm0004355')"
"('nm0087432', 'nm0103195')"
"('nm1164730', 'nm0087432')"
"('nm1164730', 'nm0103195')"
"('nm0233807', 'nm0243696')"
"('nm0233807', 'nm0535837')"
"('nm0233807', 'nm0641433')"
"('nm0243696', 'nm0535837')"
"('nm0641433', 'nm0243696')"
"('nm0641433', 'nm0535837')"
"('nm1218607', 'nm0535837')"
"('nm0001290', 'nm0162281')"
"('nm0001290', 'nm0269077')"
"('nm0001290', 'nm1218607')"
"('nm0269077', 'nm0162281')"
"('nm1218607', 'nm0162281')"
"('nm1218607', 'nm0269077')"
"('nm0641433', 'nm0570570')"
"('nm0000293', 'nm0001097')"
"('nm0000596', 'nm0065874')"
"('nm0000596', 'nm0188871')"
"('nm0000596', 'nm0639569')"
