imdb_id,title,year,id,name,character
tt1701920,The Shadow Line,2011.0,nm0580014,Tobias Menzie,Edmure Tully
tt1800663,Accidental Farmer,2010.0,nm0700059,Robert Pugh,Craster
tt1800663,Accidental Farmer,2010.0,nm0004355,Roger Ashton-Griffith,Mace Tyrell
tt1441956,West Is West,2010.0,nm0700059,Robert Pugh,Craster
tt0955308,Robin Hood,2010.0,nm0700059,Robert Pugh,Craster
tt0955308,Robin Hood,2010.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0955308,Robin Hood,2010.0,nm0004692,Mark Addy,Robert Baratheon
tt0955308,Robin Hood,2010.0,nm0428765,Mark Lewis Jone,Shagga
tt0955308,Robin Hood,2010.0,nm5081192,Kerry Ingram,Shireen Baratheon
tt0955308,Robin Hood,2010.0,nm0916037,Bronson We,Will
tt0955308,Robin Hood,2010.0,nm0001884,Max von Sydow,Three-Eyed Raven
tt1499772,Framed,2009.0,nm0700059,Robert Pugh,Craster
tt1499772,Framed,2009.0,nm0424191,Margaret Joh,Old Nan
tt1499772,Framed,2009.0,nm0428765,Mark Lewis Jone,Shagga
tt0835828,Goodnight Irene,2008.0,nm0700059,Robert Pugh,Craster
tt0811026,Prime Suspect 7: The Final Act,2006.0,nm0700059,Robert Pugh,Craster
tt0811026,Prime Suspect 7: The Final Act,2006.0,nm1697771,Ellie Kendrick,Meera Reed
tt0811026,Prime Suspect 7: The Final Act,2006.0,nm1996829,Nonso Anozie,Xaro Xhoan Daxos
tt0814234,Nuremberg: Nazis on Trial,2006.0,nm0700059,Robert Pugh,Craster
tt0814234,Nuremberg: Nazis on Trial,2006.0,nm0889338,Rupert Vansittart,Yohn Royce
tt1270711,The Slavery Business: How to Make a Million from Slavery,2005.0,nm0700059,Robert Pugh,Craster
tt1270711,The Slavery Business: How to Make a Million from Slavery,2005.0,nm0174005,Ben Crompto,Eddison Tollett
tt1270711,The Slavery Business: How to Make a Million from Slavery,2005.0,nm0822062,John Standing,Jon Arryn
tt1270711,The Slavery Business: How to Make a Million from Slavery,2005.0,nm0535837,Francis Magee,Yoren
tt0442632,Bleak House,2005.0,nm0700059,Robert Pugh,Craster
tt0442632,Bleak House,2005.0,nm1218607,Burn Gorma,Karl Tanner
tt0442632,Bleak House,2005.0,nm0001097,Charles Dance,Tywin Lannister
tt0434124,Kinky Boots,2005.0,nm0700059,Robert Pugh,Craster
tt0320661,Kingdom of Heaven,2005.0,nm0700059,Robert Pugh,Craster
tt0320661,Kingdom of Heaven,2005.0,nm0796502,Alexander Siddig,Doran Martell
tt0320661,Kingdom of Heaven,2005.0,nm0233266,Emilio Doorgasingh,Great Master #1
tt0320661,Kingdom of Heaven,2005.0,nm0182666,Nikolaj Coster-Waldau,Jaime Lannister
tt0320661,Kingdom of Heaven,2005.0,nm0322513,Iain Gle,Jorah Mormont
tt0320661,Kingdom of Heaven,2005.0,nm0916037,Bronson We,Will
tt0434805,Bloodlines,2005.0,nm0700059,Robert Pugh,Craster
tt0434805,Bloodlines,2005.0,nm1264590,Daniel Tuite,Lothar Frey
tt0418271,Uncle Adolf,2005.0,nm0700059,Robert Pugh,Craster
tt0418271,Uncle Adolf,2005.0,nm0231871,Ron Donachie,Rodrik Cassel
tt0311113,Master and Commander: The Far Side of the World,2003.0,nm0700059,Robert Pugh,Craster
tt0311113,Master and Commander: The Far Side of the World,2003.0,nm0428765,Mark Lewis Jone,Shagga
tt0365651,Prime Suspect 6: The Last Witness,2003.0,nm0700059,Robert Pugh,Craster
tt0365651,Prime Suspect 6: The Last Witness,2003.0,nm0192377,Liam Cunningham,Davos Seaworth
tt0298504,Undertaking Betty,2002.0,nm0700059,Robert Pugh,Craster
tt0331525,The Intended,2002.0,nm0700059,Robert Pugh,Craster
tt0331525,The Intended,2002.0,nm0103195,David Bradley,Walder Frey
tt0271538,Happy Now,2001.0,nm0700059,Robert Pugh,Craster
tt0254761,Score,2001.0,nm0700059,Robert Pugh,Craster
tt0254761,Score,2001.0,nm0428765,Mark Lewis Jone,Shagga
tt0157583,Enigma,2001.0,nm0700059,Robert Pugh,Craster
tt0157583,Enigma,2001.0,nm1051151,Paul Rattray,Harald Karstark
tt0157583,Enigma,2001.0,nm0182666,Nikolaj Coster-Waldau,Jaime Lannister
tt0157583,Enigma,2001.0,nm0838910,Donald Sumpter,Maester Luwin
tt0273021,Sword of Honour,2001.0,nm0700059,Robert Pugh,Craster
tt0273021,Sword of Honour,2001.0,nm0889338,Rupert Vansittart,Yohn Royce
tt0210357,Taliesin Jones,2000.0,nm0700059,Robert Pugh,Craster
tt0210357,Taliesin Jones,2000.0,nm0000596,Jonathan Pryce,High Sparrow
tt0274283,The Secret World of Michael Fry,2000.0,nm0700059,Robert Pugh,Craster
tt0127933,The Tichborne Claimant,1998.0,nm0700059,Robert Pugh,Craster
tt0118297,A Dance to the Music of Time,1997.0,nm0700059,Robert Pugh,Craster
tt0118297,A Dance to the Music of Time,1997.0,nm0822062,John Standing,Jon Arryn
tt0118297,A Dance to the Music of Time,1997.0,nm0203882,Oliver Ford Davie,Maester Cressen
tt0118297,A Dance to the Music of Time,1997.0,nm0889338,Rupert Vansittart,Yohn Royce
tt0118305,Drovers' Gold,1997.0,nm0700059,Robert Pugh,Craster
tt0118305,Drovers' Gold,1997.0,nm0822062,John Standing,Jon Arryn
tt0118305,Drovers' Gold,1997.0,nm0535837,Francis Magee,Yoren
tt0382657,Eating Bitter,1997.0,nm0700059,Robert Pugh,Craster
tt0111899,Bramwell,1996.0,nm0700059,Robert Pugh,Craster
tt0111899,Bramwell,1996.0,nm0103195,David Bradley,Walder Frey
tt0116102,Different for Girls,1996.0,nm0700059,Robert Pugh,Craster
tt0113288,"Hello, Hello, Hello",1995.0,nm0700059,Robert Pugh,Craster
tt0373689,Aristophanes: The Gods Are Laughing,1995.0,nm0700059,Robert Pugh,Craster
tt0373689,Aristophanes: The Gods Are Laughing,1995.0,nm0004355,Roger Ashton-Griffith,Mace Tyrell
tt0113943,The Near Room,1995.0,nm0700059,Robert Pugh,Craster
tt0112139,Resort to Murder,1995.0,nm0700059,Robert Pugh,Craster
tt0112139,Resort to Murder,1995.0,nm0821471,John Stahl,Rickard Karstark
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995.0,nm0700059,Robert Pugh,Craster
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995.0,nm0001216,Tara Fitzgerald,Selyse Baratheon
tt0110889,Priest,1994.0,nm0700059,Robert Pugh,Craster
tt0108079,Selected Exits,1993.0,nm0700059,Robert Pugh,Craster
tt0108326,Thicker Than Water,1993.0,nm0700059,Robert Pugh,Craster
tt0108326,Thicker Than Water,1993.0,nm0000596,Jonathan Pryce,High Sparrow
tt0102581,Old Scores,1991.0,nm0700059,Robert Pugh,Craster
tt1015572,Chain,1990.0,nm0700059,Robert Pugh,Craster
tt1015572,Chain,1990.0,nm0114742,Susan Brow,Septa Mordane
tt0096818,The Angry Earth,1989.0,nm0700059,Robert Pugh,Craster
tt0096818,The Angry Earth,1989.0,nm0428765,Mark Lewis Jone,Shagga
tt0348872,Skulduggery,1989.0,nm0700059,Robert Pugh,Craster
tt0094966,Deadline,1988.0,nm0700059,Robert Pugh,Craster
tt0122838,Thin Air,1988.0,nm0700059,Robert Pugh,Craster
tt0091521,Milwr Bychan,1986.0,nm0700059,Robert Pugh,Craster
tt0421336,Fighting Back,1986.0,nm0700059,Robert Pugh,Craster
tt4088778,Terra Nova,1984.0,nm0700059,Robert Pugh,Craster
tt0133367,Amy,1984.0,nm0700059,Robert Pugh,Craster
tt0084006,Giro City,1982.0,nm0700059,Robert Pugh,Craster
tt0083694,Britannia Hospital,1982.0,nm0700059,Robert Pugh,Craster
tt0082817,Nighthawks,1981.0,nm0700059,Robert Pugh,Craster
tt0082114,The Bunker,1981.0,nm0700059,Robert Pugh,Craster
tt0084090,Horror Planet,1981.0,nm0700059,Robert Pugh,Craster
tt0079836,S.O.S. Titanic,1979.0,nm0700059,Robert Pugh,Craster
tt1289403,The Guernsey Literary and Potato Peel Pie Society,2018.0,nm0401264,Michiel Huisma,Daario Naharis
tt6675186,The Red Sea Diving Resort,2018.0,nm0401264,Michiel Huisma,Daario Naharis
tt6119856,Irreplaceable You,2017.0,nm0401264,Michiel Huisma,Daario Naharis
tt3628574,State Like Sleep,2017.0,nm0401264,Michiel Huisma,Daario Naharis
tt1998389,American Dream,,nm0401264,Michiel Huisma,Daario Naharis
tt5672286,Indian Horse,2017.0,nm0401264,Michiel Huisma,Daario Naharis
tt1131724,2:22,2017.0,nm0401264,Michiel Huisma,Daario Naharis
tt4943322,The Ottoman Lieutenant,2017.0,nm0401264,Michiel Huisma,Daario Naharis
tt5111414,Harley and the Davidsons,2016.0,nm0401264,Michiel Huisma,Daario Naharis
tt5111414,Harley and the Davidsons,2016.0,nm7075019,Robert Aramayo,Young Ned
tt5111414,Harley and the Davidsons,2016.0,nm0503319,Gerald Lepkowski,Zanrush
tt1655441,The Age of Adaline,2015.0,nm0401264,Michiel Huisma,Daario Naharis
tt2400463,The Invitation,2015.0,nm0401264,Michiel Huisma,Daario Naharis
tt2305051,Wild,2014.0,nm0401264,Michiel Huisma,Daario Naharis
tt2700592,The Woman in the Dress,2013.0,nm0401264,Michiel Huisma,Daario Naharis
tt0816711,World War Z,2013.0,nm0401264,Michiel Huisma,Daario Naharis
tt0816711,World War Z,2013.0,nm1175468,Elyes Gabel,Rakharo
tt2655456,The Sixth Gun,2013.0,nm0401264,Michiel Huisma,Daario Naharis
tt2655456,The Sixth Gun,2013.0,nm0050959,Pedro Pascal,Oberyn Martell
tt1465482,First Mission,2010.0,nm0401264,Michiel Huisma,Daario Naharis
tt1473799,Margot,2009.0,nm0401264,Michiel Huisma,Daario Naharis
tt1512322,Winterland,2009.0,nm0401264,Michiel Huisma,Daario Naharis
tt1120902,Funny Dewdrop,2007.0,nm0401264,Michiel Huisma,Daario Naharis
tt0389557,Black Book,2006.0,nm0401264,Michiel Huisma,Daario Naharis
tt0389557,Black Book,2006.0,nm0396924,Carice van Houte,Melisandre
tt0430252,Johan,2005.0,nm0401264,Michiel Huisma,Daario Naharis
tt0381192,Floris,2004.0,nm0401264,Michiel Huisma,Daario Naharis
tt0314502,Phileine zegt sorry,2003.0,nm0401264,Michiel Huisma,Daario Naharis
tt0301992,Volle maan,2002.0,nm0401264,Michiel Huisma,Daario Naharis
tt1028535,Exit,2002.0,nm0401264,Michiel Huisma,Daario Naharis
tt0264121,Uitgesloten,2001.0,nm0401264,Michiel Huisma,Daario Naharis
tt0270891,Costa!,2001.0,nm0401264,Michiel Huisma,Daario Naharis
tt0158256,Suzy Q,1999.0,nm0401264,Michiel Huisma,Daario Naharis
tt0158256,Suzy Q,1999.0,nm0396924,Carice van Houte,Melisandre
tt3778644,A Star Wars Story: Untitled Han Solo Film,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt5688068,Above Suspicion,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt1544608,Voice from the Stone,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt1340138,Terminator Genisys,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt2402105,Dom Hemingway,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt2402105,Dom Hemingway,,nm0001290,Richard E. Grant,Izembaro
tt2413496,Shackled,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt1827579,Spike Island,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt1733732,Triassic Attack,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt5852176,Drop the Dog,,nm3592338,Emilia Clarke,Daenerys Targaryen
tt1677720,Ready Player One,2018.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1677720,Ready Player One,2018.0,nm5221696,Kae Alexander,Leaf
tt1677720,Ready Player One,2018.0,nm1264590,Daniel Tuite,Lothar Frey
tt1677720,Ready Player One,2018.0,nm4789912,Hannah John-Kame,Ornela
tt5360952,The Hurricane Heist,2018.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt6412452,The Ballad of Buster Scruggs,2018.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt5304996,Militia,,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt3332372,Soundtrack,2017.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt5995130,Porridge,2016.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt2381991,The Huntsman: Winter's War,2016.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt3315020,Prey,2015.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt3315020,Prey,2015.0,nm0734654,Struan Rodger,Three-Eyed Raven
tt4263482,The VVitch: A New-England Folktale,2015.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt4263482,The VVitch: A New-England Folktale,2015.0,nm0225483,Kate Dickie,Lysa Arryn
tt2802144,Kingsman: The Secret Service,2014.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt2802144,Kingsman: The Secret Service,2014.0,nm0104114,Richard Brake,The Night King
tt2015381,Guardians of the Galaxy,2014.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt2015381,Guardians of the Galaxy,2014.0,nm1872855,Spencer Wilding,White Walker #2
tt2015381,Guardians of the Galaxy,2014.0,nm0162281,Enzo Cilenti,Yezzan zo Qaggaz
tt2382598,Ambassadors,2013.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt2382598,Ambassadors,2013.0,nm1164730,Natalia Tena,Osha
tt2304426,The Selfish Giant,2013.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt2304426,The Selfish Giant,2013.0,nm1652341,Jamie Michie,Steelshanks Walton
tt1960029,Secret State,2012.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1960029,Secret State,2012.0,nm0580014,Tobias Menzie,Edmure Tully
tt1960029,Secret State,2012.0,nm0803397,Jamie Sive,Jory Cassel
tt1960029,Secret State,2012.0,nm0504320,Anton Lesser,Qyburn
tt1960029,Secret State,2012.0,nm0226820,Stephen Dillane,Stannis Baratheon
tt1960029,Secret State,2012.0,nm0001097,Charles Dance,Tywin Lannister
tt1836808,Great Expectations,2012.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1869152,TitanicEpisode #1.4Episode #1.3Episode #1.2Episode #1.1,2012.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1869152,TitanicEpisode #1.4Episode #1.3Episode #1.2Episode #1.1,2012.0,nm0428765,Mark Lewis Jone,Shagga
tt1634121,Intruders,2011.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1634121,Intruders,2011.0,nm0396924,Carice van Houte,Melisandre
tt1393020,Sex & Drugs & Rock & Roll,2010.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1393020,Sex & Drugs & Rock & Roll,2010.0,nm0188871,Mackenzie Crook,Orell
tt0954981,Cass,2008.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0954981,Cass,2008.0,nm0443373,Paul Kaye,Thoros of Myr
tt0954981,Cass,2008.0,nm0916037,Bronson We,Will
tt0954981,Cass,2008.0,nm1996829,Nonso Anozie,Xaro Xhoan Daxos
tt1038915,Shoot on Sight,2007.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1038915,Shoot on Sight,2007.0,nm0002103,Julian Glover,Grand Maester Pycelle
tt1385576,The Last Thing to Go Through a Fly's Mind,2007.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0847181,Magnolia,2006.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0850311,Losing It,2006.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0861793,The Only Boy for Me,2006.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0861793,The Only Boy for Me,2006.0,nm1821446,Hannah Waddingham,Septa Unella
tt0861793,The Only Boy for Me,2006.0,nm1115654,Miltos Yerolemou,Syrio Forel
tt0772124,Missing,2006.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1062205,ShakespeaRe-Told,2005.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1062205,ShakespeaRe-Told,2005.0,nm0174005,Ben Crompto,Eddison Tollett
tt0454735,Not the Royal Wedding,2005.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0436884,The Walk,2005.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0309799,A Line in the Sand,2004.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0361370,Between the SheetsEpisode #1.6Episode #1.5Episode #1.4Episode #1.3Episode #1.2,2003.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0261352,Thursday the 12th,2003.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0261352,Thursday the 12th,2003.0,nm0891092,Peter Vaugha,Maester Aemon
tt0261352,Thursday the 12th,2003.0,nm0001354,Ciarán Hind,Mance Rayder
tt0297403,South West 9,2001.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0120681,From Hell,2001.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0120681,From Hell,2001.0,nm0819087,Samantha Spiro,Melessa Tarly
tt0201378,Bostock's Cup,1999.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0179012,Children of the New Forest,1998.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0179012,Children of the New Forest,1998.0,nm0004355,Roger Ashton-Griffith,Mace Tyrell
tt0120122,Shooting Fish,1997.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0331541,Kiss and Tell,1996.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0331541,Kiss and Tell,1996.0,nm0103195,David Bradley,Walder Frey
tt0113071,First Knight,1995.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0113071,First Knight,1995.0,nm0192377,Liam Cunningham,Davos Seaworth
tt0220548,How High the Moon,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0111173,Shopping,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0111173,Shopping,1994.0,nm0000293,Sean Bea,Eddard Stark
tt0111173,Shopping,1994.0,nm0000596,Jonathan Pryce,High Sparrow
tt0111338,Syrup,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0108726,The Cinder Path,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0292186,A Pinch of Snuff,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt0292186,A Pinch of Snuff,1994.0,nm0114742,Susan Brow,Septa Mordane
tt0111026,Royce,1994.0,nm0408591,Ralph Ineso,Dagmer Cleftjaw
tt1018103,1066,,nm1613839,Ian Whyte,Wun Wun
tt4767752,SolarQuest,,nm1613839,Ian Whyte,Wun Wun
tt3418268,Polar Bear,2015.0,nm1613839,Ian Whyte,Wun Wun
tt3529110,Blood Moon,2014.0,nm1613839,Ian Whyte,Wun Wun
tt2115325,Harrigan,2013.0,nm1613839,Ian Whyte,Wun Wun
tt2846600,Don't Move,2013.0,nm1613839,Ian Whyte,Wun Wun
tt0800320,Clash of the Titans,2010.0,nm1613839,Ian Whyte,Wun Wun
tt0800320,Clash of the Titans,2010.0,nm0192377,Liam Cunningham,Davos Seaworth
tt0800320,Clash of the Titans,2010.0,nm0796502,Alexander Siddig,Doran Martell
tt0800320,Clash of the Titans,2010.0,nm0803397,Jamie Sive,Jory Cassel
tt0800320,Clash of the Titans,2010.0,nm0564920,Rory McCa,Sandor Clegane
tt0800320,Clash of the Titans,2010.0,nm1368643,Ross Mulla,White Walker
tt1396219,Outcast,2010.0,nm1613839,Ian Whyte,Wun Wun
tt1396219,Outcast,2010.0,nm0181920,James Cosmo,Jeor Mormont
tt1396219,Outcast,2010.0,nm0225483,Kate Dickie,Lysa Arryn
tt1396219,Outcast,2010.0,nm4535552,Daniel Portma,Podrick Payne
tt0970452,Solomon Kane,2009.0,nm1613839,Ian Whyte,Wun Wun
tt0970452,Solomon Kane,2009.0,nm0188871,Mackenzie Crook,Orell
tt0970452,Solomon Kane,2009.0,nm0564920,Rory McCa,Sandor Clegane
tt0970452,Solomon Kane,2009.0,nm0001884,Max von Sydow,Three-Eyed Raven
tt1098327,Dragonball: Evolution,2009.0,nm1613839,Ian Whyte,Wun Wun
tt0758730,Aliens vs. Predator: Requiem,2007.0,nm1613839,Ian Whyte,Wun Wun
tt0330373,Harry Potter and the Goblet of Fire,2005.0,nm1613839,Ian Whyte,Wun Wun
tt0330373,Harry Potter and the Goblet of Fire,2005.0,nm0103195,David Bradley,Walder Frey
tt0370263,AVP: Alien vs. Predator,2004.0,nm1613839,Ian Whyte,Wun Wun
tt5017220,Crossfire,,nm1861467,Roxanne McKee,Doreah
tt3512322,Alt,,nm1861467,Roxanne McKee,Doreah
tt3512322,Alt,,nm2167445,Gethin Anthony,Renly Baratheon
tt1043726,The Legend of Hercules,,nm1861467,Roxanne McKee,Doreah
tt1043726,The Legend of Hercules,,nm1872855,Spencer Wilding,White Walker #2
tt2572632,Vendetta,,nm1861467,Roxanne McKee,Doreah
tt2572632,Vendetta,,nm1086981,Josef Alti,Pypar
tt2375779,Wrong Turn 5: Bloodlines,,nm1861467,Roxanne McKee,Doreah
tt2375779,Wrong Turn 5: Bloodlines,,nm3645691,Finn Jone,Loras Tyrell
tt1486670,F,,nm1861467,Roxanne McKee,Doreah
tt6718730,Born a King,2018.0,nm4534098,Ed Skrei,Daario Naharis
tt0437086,Alita: Battle Angel,2018.0,nm4534098,Ed Skrei,Daario Naharis
tt5164184,In Darkness,2017.0,nm4534098,Ed Skrei,Daario Naharis
tt5164184,In Darkness,2017.0,nm0181920,James Cosmo,Jeor Mormont
tt5164184,In Darkness,2017.0,nm1754059,Natalie Dormer,Margaery Tyrell
tt4357394,Tau,2017.0,nm4534098,Ed Skrei,Daario Naharis
tt4074364,The Model,2016.0,nm4534098,Ed Skrei,Daario Naharis
tt1431045,Deadpool,2016.0,nm4534098,Ed Skrei,Daario Naharis
tt2938956,The Transporter Refueled,2015.0,nm4534098,Ed Skrei,Daario Naharis
tt2938956,The Transporter Refueled,2015.0,nm0464305,Yuri Kolokolnikov,Styr
tt2911674,Tiger House,2015.0,nm4534098,Ed Skrei,Daario Naharis
tt3622332,Sword of Vengeance,2015.0,nm4534098,Ed Skrei,Daario Naharis
tt2290553,Northmen - A Viking Saga,2014.0,nm4534098,Ed Skrei,Daario Naharis
tt2290553,Northmen - A Viking Saga,2014.0,nm2584392,Tom Hopper,Dickon Tarly
tt3265590,Goldfish,2013.0,nm4534098,Ed Skrei,Daario Naharis
tt0857190,The Sweeney,2012.0,nm4534098,Ed Skrei,Daario Naharis
tt0857190,The Sweeney,2012.0,nm2075330,Mark Killee,Mero
tt1760967,Ill Manors,2012.0,nm4534098,Ed Skrei,Daario Naharis
tt1951218,Piggy,2012.0,nm4534098,Ed Skrei,Daario Naharis
tt3629782,The Great Fire,2014.0,nm0174005,Ben Crompto,Eddison Tollett
tt3629782,The Great Fire,2014.0,nm0087432,Nicholas Blane,Spice King
tt3629782,The Great Fire,2014.0,nm0001097,Charles Dance,Tywin Lannister
tt3629782,The Great Fire,2014.0,nm3310211,Rose Leslie,Ygritte
tt1726592,Before I Go to Sleep,2014.0,nm0174005,Ben Crompto,Eddison Tollett
tt1726592,Before I Go to Sleep,2014.0,nm2835616,Dean-Charles Chapma,Tommen Baratheon
tt2078552,Blood,2012.0,nm0174005,Ben Crompto,Eddison Tollett
tt2653346,"Game of Thrones: Season 2 - In Production, Iceland",2012.0,nm0174005,Ben Crompto,Eddison Tollett
tt1724572,The Suspicions of Mr Whicher: The Murder at Road Hill House,2011.0,nm0174005,Ben Crompto,Eddison Tollett
tt1724572,The Suspicions of Mr Whicher: The Murder at Road Hill House,2011.0,nm0838910,Donald Sumpter,Maester Luwin
tt1788391,Kill List,2011.0,nm0174005,Ben Crompto,Eddison Tollett
tt1788391,Kill List,2011.0,nm0734654,Struan Rodger,Three-Eyed Raven
tt1504261,The Sinking of the Laconia,2011.0,nm0174005,Ben Crompto,Eddison Tollett
tt1623157,The Balloon,2010.0,nm0174005,Ben Crompto,Eddison Tollett
tt1219817,Going Postal,2010.0,nm0174005,Ben Crompto,Eddison Tollett
tt1219817,Going Postal,2010.0,nm0001097,Charles Dance,Tywin Lannister
tt1413814,King Jeff,2009.0,nm0174005,Ben Crompto,Eddison Tollett
tt1485056,Radio Mania: An Abandoned Work,2009.0,nm0174005,Ben Crompto,Eddison Tollett
tt1242447,Nativity!,2009.0,nm0174005,Ben Crompto,Eddison Tollett
tt1349084,Collision,2009.0,nm0174005,Ben Crompto,Eddison Tollett
tt1349084,Collision,2009.0,nm0443825,Dermot Keaney,Gared
tt1357347,The Appointment,2009.0,nm0174005,Ben Crompto,Eddison Tollett
tt1243614,Caught in a Trap,2008.0,nm0174005,Ben Crompto,Eddison Tollett
tt1243614,Caught in a Trap,2008.0,nm0889338,Rupert Vansittart,Yohn Royce
tt1169842,Ripple,2008.0,nm0174005,Ben Crompto,Eddison Tollett
tt0913394,"Housewife, 49",2006.0,nm0174005,Ben Crompto,Eddison Tollett
tt0785037,The Outsiders,2006.0,nm0174005,Ben Crompto,Eddison Tollett
tt0785037,The Outsiders,2006.0,nm0504320,Anton Lesser,Qyburn
tt0499544,Pitch Perfect,2005.0,nm0174005,Ben Crompto,Eddison Tollett
tt0371878,Piccadilly Jim,2005.0,nm0174005,Ben Crompto,Eddison Tollett
tt0371878,Piccadilly Jim,2005.0,nm0580014,Tobias Menzie,Edmure Tully
tt0417349,North & South,2004.0,nm0174005,Ben Crompto,Eddison Tollett
tt0402402,Nits,2004.0,nm0174005,Ben Crompto,Eddison Tollett
tt0286261,All or Nothing,2002.0,nm0174005,Ben Crompto,Eddison Tollett
tt0212380,Blow Dry,2001.0,nm0174005,Ben Crompto,Eddison Tollett
tt0212380,Blow Dry,2001.0,nm0203882,Oliver Ford Davie,Maester Cressen
tt0212380,Blow Dry,2001.0,nm0568385,Michael McElhatto,Roose Bolton
tt0212380,Blow Dry,2001.0,nm0103195,David Bradley,Walder Frey
tt0211181,102 Dalmatians,2000.0,nm0174005,Ben Crompto,Eddison Tollett
tt0211181,102 Dalmatians,2000.0,nm0570570,Tim McInnerny,Robett Glover
tt0225545,Doomwatch: Winter Angel,1999.0,nm0174005,Ben Crompto,Eddison Tollett
tt0225545,Doomwatch: Winter Angel,1999.0,nm0103195,David Bradley,Walder Frey
tt0198072,Butterfly Collectors,1999.0,nm0174005,Ben Crompto,Eddison Tollett
tt0177048,Norman Ormal: A Very Political Turtle,1998.0,nm0174005,Ben Crompto,Eddison Tollett
tt0119683,Les Misérables,1998.0,nm0174005,Ben Crompto,Eddison Tollett
tt0119683,Les Misérables,1998.0,nm0891092,Peter Vaugha,Maester Aemon
tt0119683,Les Misérables,1998.0,nm0642751,Frank O'Sulliva,Night's Watch Messenger
tt0791646,Romeo Thinks Again,1998.0,nm0174005,Ben Crompto,Eddison Tollett
tt6238500,Operation Gold Rush with Dan Snow,2016.0,nm1368037,Alisdair Simpso,Donnel Waynwood
tt3905852,Ancient Black Ops,2014.0,nm1368037,Alisdair Simpso,Donnel Waynwood
tt3905852,Ancient Black Ops,2014.0,nm6088160,Diogo Sale,Dothraki Bloodrider #1
tt3610188,The Bigger Picture,2014.0,nm1368037,Alisdair Simpso,Donnel Waynwood
tt2709224,Black Ops,2012.0,nm1368037,Alisdair Simpso,Donnel Waynwood
tt2416510,The Man Who Stopped WW3: Revealed/The Man Who Saved the World,2012.0,nm1368037,Alisdair Simpso,Donnel Waynwood
